entid,ANCHEYEAR,ANCHEDATE,EMPNUM,WOMEMPNUM,BUSST
1090079579,2018,2019-08-10,6.0,8.0,22
144258549,2017,2018-05-10,32.0,14.0,22
144258549,2018,2019-05-16,39.0,22.0,22
587652239,2018,2019-12-27,8.0,6.0,22
587652239,2017,2018-04-05,10.0,7.0,22
586257961,2018,2019-08-25,1.0,,22
58376144,2018,2019-09-15,11.0,7.0,22
291047299,2018,2019-09-24,5.0,0.0,22
640404632,2018,2019-03-31,13.0,9.0,22
1156654650,2018,2019-06-12,2.0,,24
588527993,2018,2019-12-08,3.0,9.0,22
279099435,2018,2019-01-08,3.0,1.0,22
847821512,2018,2019-10-09,6.0,2.0,24
564117137,2017,2018-05-19,29.0,20.0,22
564117137,2018,2019-04-03,26.0,10.0,22
1127460342,2018,2019-12-11,4.0,1.0,22
634390566,2018,2019-06-30,5.0,3.0,22
1044138027,2018,2019-07-13,7.0,3.0,22
1209811735,2018,2019-08-12,5.0,11.0,22
579445218,2018,2019-02-28,8.0,2.0,22
63010757,2018,2019-07-14,1.0,4.0,22
794150581,2018,2019-07-29,5.0,7.0,22
681963829,2018,2019-07-08,1.0,,22
704025503,2018,2019-03-20,6.0,3.0,22
11683944,2018,2019-03-13,18.0,14.0,22
1168489817,2018,2019-01-24,5.0,2.0,22
223500246,2018,2019-08-08,22.0,21.0,22
179960664,2018,2019-05-21,6.0,2.0,22
1232004753,2018,2019-11-21,5.0,9.0,16
269932268,2018,2019-10-27,115.0,89.0,26
285546900,2018,2019-08-17,10.0,3.0,22
679425155,2018,2019-09-16,12.0,8.0,22
326580845,2018,2019-04-26,3.0,6.0,22
455906008,2018,2019-03-21,8.0,7.0,22
695969858,2018,2019-06-22,3.0,1.0,22
373750970,2018,2019-07-12,26.0,14.0,22
592871812,2018,2019-12-13,11.0,5.0,22
809273387,2018,2019-11-28,7.0,7.0,22
396267526,2018,2019-07-16,9.0,0.0,22
368166004,2018,2019-05-08,11.0,3.0,22
662316493,2018,2019-03-24,3.0,6.0,22
167388467,2018,2019-04-16,10.0,6.0,22
684025094,2018,2019-11-20,3.0,0.0,22
942000839,2018,2019-12-09,11.0,6.0,27
1189266752,2018,2019-11-14,3.0,7.0,22
695620268,2018,2019-07-21,8.0,7.0,22
1089644305,2013,2015-10-14,4.0,,2
119305795,2015,2016-06-06,,,2
801579375,2015,2016-07-29,,,2
679361368,2015,2016-11-15,38.0,,2
421387546,2013,2015-10-30,,,2
968277892,2013,2015-04-25,,,2
226496467,2014,2015-01-29,,,7
988311456,2013,2014-11-10,,,2
119305795,2014,2015-02-21,,,2
311545196,2013,2015-07-29,2.0,,2
315718330,2015,2016-04-11,,,2
1009587580,2014,2015-11-10,,,2
436888913,2014,2015-07-11,,,2
569439915,2015,,,,2
643021215,2013,2014-05-16,,,3
464793463,2013,2015-09-29,,,2
580439677,2015,2016-07-09,,,2
254906929,2014,2015-08-18,2.0,,2
1032103988,2013,2015-04-25,6.0,,3
808471480,2015,2016-05-23,,,3
1134080943,2015,2016-09-12,,,2
192533695,2014,2015-10-20,,,2
1212906635,2015,2016-07-19,19.0,,2
236880825,2014,2015-09-02,22.0,,2
851148115,2015,2016-08-30,,,2
275172434,2015,2016-07-21,4.0,,2
1032103988,2014,2015-02-25,8.0,,3
192533695,2013,2015-02-20,,,2
38086839,2013,2015-08-29,,,7
1135053430,2014,2015-08-05,,,2
1184047865,2013,2014-06-28,12.0,,2
961342330,2015,2016-08-09,,,2
1074236300,2013,2015-05-20,,,7
538510979,2014,2015-02-24,,,2
601154056,2013,2015-03-24,,,2
326719827,2014,2015-10-11,,,2
908820235,2014,2015-01-08,,,2
127290212,2013,2014-01-26,,,2
1065144669,2014,2015-10-27,,,2
1209477019,2015,2016-08-05,,,2
790975792,2013,2014-09-30,,,3
151317525,2015,2016-06-28,10.0,,2
86243682,2013,2015-02-27,8.0,,2
506443763,2015,2016-01-03,4.0,,2
1053943691,2013,2014-12-12,,,2
749881846,2015,2016-02-29,,,2
121189460,2015,2016-05-29,,,7
1079248717,2016,2017-12-20,8.0,11.0,2
1020606618,2016,2017-04-20,10.0,3.0,2
790975792,2016,2017-10-20,7.0,7.0,29
790049957,2016,2017-08-20,4.0,,2
421387546,2016,2017-09-20,8.0,7.0,2
1223928017,2016,2017-11-20,214.0,171.0,2
291127525,2017,2018-12-22,11.0,5.0,22
835635503,2016,2017-10-11,77.0,26.0,22
851148115,2017,2018-12-12,1.0,5.0,22
782733767,2016,2017-12-12,11.0,5.0,22
22968352,2016,2017-06-29,585.0,294.0,22
326719827,2017,2018-03-07,1646.0,,22
119305795,2017,2018-10-31,5.0,7.0,22
432563835,2017,2018-08-18,12.0,,22
627162722,2017,2018-09-06,4.0,5.0,22
368876884,2017,2018-09-06,7.0,6.0,24
376108055,2016,2017-08-13,11.0,7.0,22
192533695,2017,2018-06-21,6.0,5.0,22
951390025,2016,2017-01-18,39.0,14.0,22
813871123,2016,2017-10-12,8.0,9.0,22
1074236300,2016,2017-05-28,9.0,,22
920032299,2016,2017-04-04,3.0,6.0,22
181536431,2016,2017-11-27,7.0,2.0,24
538510979,2017,2018-08-09,12.0,10.0,22
1175543025,2017,2018-03-04,37.0,24.0,22
920219147,2017,2018-07-13,7.0,4.0,22
561707916,2017,2018-12-17,9.0,11.0,26
1078969713,2016,2017-03-01,5.0,,29
169375120,2017,2018-08-21,16.0,7.0,22
1053943691,2017,2018-09-19,18.0,8.0,22
1209477019,2016,2017-12-14,12.0,8.0,24
1209477019,2017,2018-09-29,7.0,1.0,22
867450888,2017,2018-05-19,5.0,6.0,22
674502068,2017,2018-04-19,30.0,16.0,22
516287023,2017,2018-07-13,10.0,8.0,22
744273593,2017,2018-06-20,12.0,3.0,22
684879148,2016,2017-08-31,7.0,0.0,22
1079248717,2017,2018-05-28,4.0,6.0,22
630153635,2017,2018-12-18,4.0,,22
633597604,2016,2017-08-15,22.0,10.0,22
402597503,2016,2017-10-01,9.0,8.0,22
182350276,2017,2018-10-19,8.0,8.0,22
396463706,2015,2016-03-11,4.0,,22
361333721,2016,2017-11-06,1.0,4.0,22
236880825,2017,2018-06-30,18.0,,22
1135979979,2016,2017-03-24,7.0,3.0,22
910606065,2015,2016-06-30,,,29
315718330,2016,2017-12-12,10.0,0.0,22
315718330,2017,2018-09-12,22.0,13.0,22
828432321,2017,2018-12-23,6.0,2.0,22
604873588,2017,2018-07-12,19.0,5.0,22
1046206454,2016,2017-12-05,,,29
2408035,2016,,,,22
1030300941,2017,,,,22
684288825,2017,2018-11-21,5.0,9.0,22
559884183,2017,2018-02-17,4.0,2.0,22
614688900,2016,2017-12-13,4.0,0.0,22
730492514,2015,2016-09-23,3.0,,22
24000885,2017,,,,22
651382567,2016,2017-03-17,3.0,4.0,22
1081291673,2016,,,,22
514442692,2017,,,,28
109835389,2017,2018-09-02,5.0,1.0,22
408562265,2017,2018-05-07,8.0,6.0,26
376108055,2014,2015-12-12,,,2
1089644305,2014,2015-12-14,11.0,,2
790307959,2014,2015-01-02,,,2
192768531,2015,2016-07-12,,,2
679361368,2014,2015-09-09,34.0,,2
968277892,2015,2016-12-11,,,2
835635503,2014,2015-06-08,,,2
574615171,2013,2015-09-24,,,2
182350276,2013,2014-06-15,,,2
569439915,2014,2015-12-05,,,2
727076239,2015,2016-11-13,,,2
674502068,2014,2015-09-17,,,2
790049957,2015,2016-06-30,,,2
863135967,2013,2015-05-07,38.0,,2
561729996,2015,2016-05-27,,,2
1132496715,2015,2016-07-01,,,2
979812063,2013,2015-08-09,,,2
309062221,2014,2015-05-26,,,3
951390025,2014,2015-12-12,,,2
494468723,2015,2016-02-13,,,2
757975711,2014,2015-09-24,,,2
1134080943,2014,2015-01-12,,,2
622810240,2014,2015-12-25,,,2
1097494508,2015,2016-10-20,,,7
1184047865,2015,2016-11-28,,,2
1097494508,2013,2015-07-27,,,7
765198885,2014,2016-07-17,,,2
951390025,2013,2014-12-27,12.0,,2
25315744,2013,2014-07-15,,,2
1122027783,2015,2016-04-12,,,2
121189460,2014,2015-01-13,,,2
742531827,2014,2015-06-04,,,2
22968352,2014,2015-02-27,,,2
22968352,2015,2016-11-03,,,2
1217886527,2013,2015-02-03,,,2
87381416,2015,2016-06-06,,,2
742531827,2015,2016-05-31,,,2
684879148,2014,2015-06-12,,,2
25315744,2014,2015-11-22,,,2
506443763,2014,2015-12-18,3.0,,6
601154056,2014,2015-01-24,,,2
810340507,2013,2014-02-24,,,2
1199980440,2014,2015-01-02,,,2
787711245,2015,2016-07-06,,,2
86243682,2014,2015-09-27,9.0,,2
652109476,2015,2016-06-19,,,2
1162466728,2013,2014-05-26,,,2
1122027783,2013,2015-10-23,,,2
899947531,2014,2015-09-19,,,2
169375120,2013,2015-06-02,18.0,,2
110863685,2015,2016-12-18,,,2
13778114,2016,2017-01-20,12.0,10.0,2
154484947,2016,2017-04-20,6.0,5.0,29
675480021,2016,2017-04-20,11.0,4.0,2
1135053430,2016,2017-04-20,12.0,,2
282534824,2016,2017-04-20,15.0,4.0,12
1199980440,2016,2017-10-20,0.0,3.0,2
71115142,2017,2018-08-16,7.0,10.0,22
808471480,2017,2018-11-27,2.0,9.0,22
751009818,2017,2018-03-27,8.0,6.0,22
22968352,2017,2018-08-13,614.0,317.0,22
25315744,2017,2018-02-21,352.0,35.0,22
489262081,2017,2018-01-08,11.0,9.0,22
714492796,2016,2017-07-15,8.0,11.0,22
368876884,2016,2017-05-12,1.0,7.0,24
1152140024,2013,2015-07-09,30.0,,22
675480021,2017,2018-04-30,9.0,6.0,25
1115830165,2016,2017-06-27,9.0,4.0,22
138139524,2017,2018-11-15,151.0,17.0,22
727076239,2016,2017-04-09,18.0,10.0,22
319854151,2017,2018-11-22,31.0,4.0,22
157545813,2016,2017-08-22,15.0,8.0,15
330255947,2017,2018-01-03,12.0,2.0,22
311545196,2017,2018-09-26,7.0,9.0,22
169375120,2016,2017-06-23,19.0,9.0,22
787711245,2017,2018-09-01,16.0,4.0,22
674502068,2016,2017-02-27,15.0,13.0,22
110863685,2017,2018-03-09,10.0,4.0,22
684879148,2015,2017-02-28,10.0,,22
275172434,2017,2018-10-22,9.0,1.0,22
64425707,2017,2018-08-24,5.0,8.0,22
86243682,2017,2018-02-14,8.0,8.0,22
506443763,2016,2017-01-18,6.0,3.0,15
32052142,2015,2016-08-25,4.0,,22
611526552,2017,2018-10-02,4.0,1.0,22
196618454,2015,2017-09-20,,,29
696299929,2016,2017-02-28,5.0,8.0,22
134719296,2017,2018-05-19,16.0,10.0,22
742531827,2016,2017-05-24,14.0,12.0,22
910606065,2016,2017-10-18,10.0,,29
1046206454,2017,2018-10-09,,,29
1132696228,2017,2018-08-09,4.0,2.0,28
1199886035,2017,2018-09-14,4.0,,22
1020460350,2017,2018-08-18,7.0,6.0,22
651382567,2017,2018-01-07,11.0,5.0,22
376108055,2015,2016-10-07,,,2
247576004,2013,2015-05-15,,,2
1047520340,2014,2015-02-22,,,3
699691718,2015,2016-12-27,7.0,,3
489262081,2015,2016-12-27,,,2
1223928017,2014,2015-02-04,,,2
226496467,2013,2014-08-03,,,2
1223928017,2015,2016-12-16,,,2
1135979979,2013,2015-11-20,,,2
489262081,2013,2015-06-25,,,2
888191670,2013,2014-09-28,4.0,,7
1135979979,2014,2015-03-20,,,2
1057603484,2015,2016-09-21,11.0,,22
376108055,2013,2015-05-20,,,2
1211758009,2015,2016-05-03,,,2
294479919,2014,2015-12-09,,,2
1083242133,2013,2014-02-09,,,3
580439677,2013,2014-05-14,,,2
813871123,2015,2016-09-30,5.0,,2
182350276,2015,2016-09-17,,,2
445079467,2014,2015-07-21,,,2
1009587580,2013,2015-06-10,,,2
948271395,2015,2016-05-17,22.0,,2
254906929,2015,2016-02-25,2.0,,2
294479919,2013,2015-12-09,,,2
1123335846,2013,2015-11-18,,,2
696299929,2014,2015-01-27,9.0,,2
507553157,2014,2015-01-11,17.0,,3
939813095,2013,2015-02-25,,,7
1032103988,2015,2016-06-14,,,3
757975711,2013,2015-06-24,,,2
779789754,2015,2016-04-30,,,2
808471480,2014,2015-02-24,,,3
1134080943,2013,2014-09-05,,,2
622810240,2015,2016-03-12,,,2
485686858,2015,2016-06-09,27.0,,2
765198885,2015,2016-04-17,,,2
1020606618,2014,2015-01-09,,,2
432563835,2014,2015-05-17,8.0,,2
1175543025,2013,2015-03-31,29.0,,2
751009818,2013,2015-08-23,,,3
326719827,2013,2014-12-06,,,2
54930732,2015,2016-12-30,,,2
1199980440,2015,2016-10-18,,,2
995060292,2013,2015-06-23,,,2
918039613,2013,2015-12-16,13.0,,22
361333721,2013,2015-06-23,,,7
1162466728,2015,2016-06-17,,,2
782733767,2014,2015-03-22,,,2
54930732,2014,2015-03-10,,,2
744273593,2015,2016-04-05,,,2
86243682,2015,2016-02-29,,,2
675480021,2013,2015-12-27,,,2
782733767,2013,2015-02-22,,,2
1115830165,2014,2015-10-23,,,2
408562265,2015,2016-02-07,5.0,,22
1122027783,2014,2015-11-23,,,2
749881846,2014,2015-10-02,6.0,,2
181536431,2015,2016-08-14,,,5
134719296,2015,2016-01-07,10.0,,2
737654635,2016,2017-07-17,3.0,0.0,22
801579375,2016,2017-10-20,4.0,0.0,2
71115142,2016,2017-04-20,5.0,1.0,2
1187991990,2016,2017-02-20,5.0,1.0,29
699691718,2016,2017-11-20,5.0,5.0,29
283938986,2016,2017-03-20,10.0,3.0,29
516287023,2016,2017-07-20,12.0,2.0,29
396463706,2016,2017-12-20,8.0,3.0,2
463918370,2016,2017-11-07,4.0,1.0,22
328912487,2016,2017-05-25,2.0,1.0,22
730492514,2016,2017-03-16,9.0,8.0,22
679361368,2016,2017-05-20,35.0,,2
161179732,2016,2017-09-20,16.0,7.0,2
1212906635,2016,2017-12-23,25.0,5.0,22
851148115,2016,2017-06-14,6.0,5.0,22
194335835,2017,2018-01-11,3.0,2.0,22
1065144669,2017,2018-02-05,6.0,4.0,22
782733767,2017,2018-12-07,4.0,8.0,22
1211758009,2017,2018-09-05,109.0,25.0,22
779789754,2017,2018-11-19,22.0,6.0,22
801579375,2017,2018-06-26,4.0,1.0,22
69522839,2014,2015-12-26,8.0,,22
69522839,2017,2018-09-14,17.0,9.0,22
69522839,2013,2015-10-19,6.0,,22
1134080943,2016,2017-02-15,64.0,35.0,22
988311456,2016,2017-12-14,3.0,8.0,22
485686858,2017,2018-02-12,22.0,,22
242729106,2016,2018-09-08,7.0,9.0,22
376108055,2017,2018-12-10,10.0,2.0,22
601154056,2017,2018-08-13,15.0,11.0,22
445079467,2017,2018-09-25,1.0,0.0,26
87381416,2017,2018-10-27,7.0,,22
1165153101,2014,2015-06-26,,,29
282534824,2017,2018-02-23,44.0,14.0,26
1065480306,2016,2017-03-13,7.0,2.0,22
57354986,2017,2018-12-20,7.0,10.0,26
154484947,2017,2018-02-28,2.0,8.0,22
86243682,2016,2017-12-22,13.0,1.0,22
607016132,2016,2017-10-14,14.0,4.0,22
32052142,2012,2013-03-18,,,22
32052142,2011,2012-01-10,,,22
402597503,2017,2018-10-08,13.0,6.0,22
196618454,2014,2017-06-20,,,29
151317525,2017,2018-08-30,8.0,7.0,15
161179732,2017,2018-10-18,42.0,8.0,22
528380428,2017,2018-03-21,2.0,8.0,22
236880825,2016,2017-06-22,20.0,,22
757975711,2017,2018-03-28,3.0,6.0,26
790049957,2017,2018-04-21,9.0,11.0,22
835635503,2017,2018-04-24,57.0,21.0,22
85241169,2016,,,,22
566456590,2017,,,,22
1199886035,2016,2017-06-16,6.0,,22
297929056,2016,,,,22
730492514,2017,2018-08-14,9.0,4.0,22
737654635,2017,2018-01-22,2.0,8.0,22
999356637,2016,,0.0,,15
1099542363,2017,,,,23
765198885,2017,,,,22
766356192,2015,2016-01-29,9.0,,22
51682819,2015,2016-01-07,,,2
159430594,2014,2015-04-21,5.0,,2
420043119,2014,2015-07-26,,,2
51682819,2013,2015-08-26,,,2
888191670,2014,2015-07-07,,,2
888191670,2015,2016-03-19,,,2
1086151159,2014,2015-10-09,,,2
242729106,2013,2015-08-30,27.0,,2
1059696849,2013,2014-08-20,15.0,,2
713047714,2015,2016-12-13,,,2
138127594,2014,2015-02-19,9.0,,22
464793463,2015,2016-11-26,,,2
1233566326,2013,2015-05-01,,,7
275172434,2013,2014-06-04,,,2
485686858,2014,2015-12-13,,,2
1135053430,2015,2016-11-01,,,2
71115142,2014,2015-07-21,,,2
561707916,2014,2015-10-30,,,2
622810240,2013,2014-04-16,,,2
412529464,2014,2015-04-11,,,2
192533695,2015,2016-09-10,,,2
538510979,2013,2015-04-24,,,2
368876884,2015,2016-12-17,,,7
507553157,2015,2016-02-04,,,3
1233566326,2014,2015-08-01,,,7
846968387,2013,2015-02-28,,,2
38086839,2014,2015-12-29,,,9
939813095,2015,2016-09-21,,,7
368876884,2014,2015-09-23,,,7
851148115,2014,2015-06-05,,,2
25315744,2015,2016-06-03,,,2
1217886527,2015,2016-11-25,,,2
529429475,2014,2015-08-10,9.0,,3
506443763,2013,2014-09-02,5.0,,6
675480021,2015,2016-09-02,,,2
899947531,2015,2016-01-03,,,2
361333721,2014,2015-01-23,,,7
529429475,2013,2015-07-10,12.0,,3
790975792,2014,2015-11-28,,,3
1209477019,2014,2015-12-23,,,2
918039613,2015,2016-10-18,7.0,,22
810340507,2014,2015-06-15,,,2
744273593,2014,2015-01-26,5.0,,2
91286955,2015,2016-04-08,,,2
751129954,2015,2016-11-26,8.0,,2
714492796,2013,2015-05-09,,,2
749881846,2013,2014-03-19,4.0,,2
1053943691,2015,2016-06-25,,,2
787711245,2013,2014-09-24,14.0,,2
326719827,2015,2016-02-20,,,2
147245743,2016,2017-08-20,0.0,4.0,2
445079467,2016,2017-08-20,9.0,0.0,2
1006970453,2016,2017-04-20,4.0,7.0,11
436888913,2016,2017-05-20,4.0,,2
1131533469,2016,2017-10-18,10.0,6.0,22
1122027783,2016,2017-07-20,17.0,4.0,2
611526552,2016,2017-11-20,5.0,8.0,2
702865981,2016,2017-01-20,3.0,5.0,22
713047714,2016,2017-08-20,6.0,6.0,2
968277892,2016,2017-09-27,9.0,10.0,22
1233566326,2016,2017-07-14,6.0,4.0,22
270625734,2016,2017-04-30,9.0,1.0,22
1110061441,2016,2017-12-06,9.0,6.0,22
121189460,2016,2017-11-18,1.0,0.0,27
121189460,2017,2018-03-08,8.0,7.0,27
995060292,2016,2017-02-12,6.0,1.0,22
1083242133,2017,2018-10-11,11.0,7.0,22
1020606618,2017,2018-02-21,10.0,6.0,22
988311456,2017,2018-09-22,8.0,5.0,22
432563835,2016,2017-12-06,11.0,,22
749881846,2016,2017-12-05,7.0,6.0,22
1152140024,2017,2018-12-20,14.0,6.0,22
192533695,2016,2017-08-30,5.0,2.0,22
87381416,2016,2017-07-07,8.0,,22
1162466728,2016,2017-12-26,7.0,3.0,22
138139524,2016,2017-05-16,113.0,11.0,22
330255947,2015,2016-11-14,10.0,,22
1187991990,2017,2018-06-12,4.0,1.0,22
790307959,2017,2018-07-02,3.0,6.0,22
309062221,2017,2018-09-23,43.0,23.0,22
223108316,2016,2017-07-22,8.0,11.0,26
223108316,2017,2018-03-28,8.0,9.0,26
91286955,2017,2018-06-16,19.0,6.0,22
751129954,2016,2017-04-25,6.0,6.0,22
506443763,2017,2018-11-27,4.0,9.0,15
1208312381,2017,2018-09-22,6.0,5.0,22
375066805,2017,2018-07-26,9.0,10.0,22
182350276,2016,2017-12-28,8.0,2.0,22
151317525,2016,2017-04-20,4.0,3.0,15
602765454,2016,2017-11-06,10.0,14.0,22
1047520340,2017,2018-10-25,5.0,6.0,22
361976282,2015,,,,29
724452030,2008,,5.0,,22
671461191,2014,,,,29
622810240,2016,,,,22
85241169,2015,,,,22
396530575,2016,,10.0,,22
1122802283,2013,,2.0,,15
499144172,2017,,20.0,,29
766356192,2016,2017-11-20,1.0,8.0,22
1193234917,2017,,,,22
566456590,2016,,,,22
393360139,2017,2018-03-16,6.0,6.0,22
909231783,2017,2018-04-18,4.0,1.0,22
606089945,2015,,,,22
179320552,2017,,,,23
32052142,2010,,0.0,,22
1146862499,2017,,,,22
67264605,2016,2017-12-20,13.0,,29
699691718,2014,2015-07-16,,,3
834948383,2014,2015-07-03,,,2
1020460350,2015,2016-01-30,7.0,,22
192768531,2014,2015-06-21,,,2
834948383,2013,2015-08-03,9.0,,2
420043119,2015,2016-10-03,,,2
1057603484,2014,2015-07-18,4.0,,22
835635503,2013,2015-02-08,,,2
315718330,2014,2015-02-16,,,7
643021215,2014,2015-06-25,,,3
863135967,2015,2016-06-01,,,2
1009587580,2015,2016-05-17,,,2
1211758009,2013,2015-12-15,167.0,,2
1131533469,2015,2016-07-17,10.0,,22
309062221,2013,2015-05-22,,,3
494468723,2014,2015-02-05,,,2
1099439666,2015,2016-01-28,,,2
275172434,2014,2015-02-23,7.0,,2
194335835,2015,2016-11-13,,,2
147245743,2015,2016-04-19,,,2
1184047865,2014,2015-08-04,11.0,,2
951390025,2015,2016-05-23,,,2
1059986482,2015,2016-09-14,,,2
432563835,2015,2016-01-12,,,2
485686858,2013,2015-12-13,,,2
1097494508,2014,2015-12-27,,,7
368876884,2013,2014-12-17,9.0,,2
961342330,2014,2015-06-16,,,2
851148115,2013,2015-11-01,,,2
602765454,2014,2015-02-09,,,2
995060292,2015,2016-06-12,,,2
602765454,2015,2016-09-15,13.0,,2
91286955,2014,2015-04-24,,,2
110863685,2014,2015-06-04,,,2
1162466728,2014,2015-04-18,,,2
1053943691,2014,2015-08-09,,,2
169375120,2015,2016-11-30,,,2
134719296,2014,2015-10-11,6.0,,2
13778114,2015,2016-09-09,,,2
1115830165,2015,2016-09-01,,,2
261130420,2015,2016-09-24,,,2
1209477019,2013,2015-09-23,,,2
194335835,2016,2017-05-20,5.0,9.0,2
1032103988,2016,2017-03-20,7.0,6.0,29
643021215,2016,2017-08-20,24.0,7.0,29
528380428,2016,2017-08-20,13.0,0.0,2
561707916,2016,2017-12-20,12.0,5.0,2
744063565,2016,2017-01-20,2.0,,2
464793463,2016,2017-10-20,9.0,18.0,2
834948383,2016,2017-04-20,8.0,6.0,2
243845370,2016,,6.0,11.0,22
765198885,2016,2017-10-22,6.0,10.0,22
507553157,2017,2018-01-27,10.0,10.0,22
995060292,2017,2018-01-23,4.0,2.0,22
580439677,2016,2017-07-20,7.0,1.0,22
1217886527,2016,2017-02-12,23.0,18.0,22
1217886527,2017,2018-03-03,24.0,13.0,22
489262081,2016,2017-02-02,11.0,7.0,22
627162722,2014,2015-12-01,12.0,,22
627162722,2013,2014-07-30,9.0,,22
1099439666,2017,2018-10-08,4.0,10.0,22
1135053430,2017,2018-11-30,7.0,10.0,22
834948383,2017,2018-10-30,6.0,7.0,22
538510979,2015,2016-01-30,10.0,,22
330255947,2016,2017-01-08,10.0,4.0,22
330255947,2014,2016-12-14,6.0,,22
1175543025,2016,2017-05-04,36.0,19.0,22
226496467,2017,2018-07-28,8.0,1.0,24
1053943691,2016,2017-04-12,14.0,4.0,22
606089945,2017,2018-02-27,3.0,,22
247576004,2017,2018-11-16,5.0,,22
247576004,2016,2017-08-07,12.0,,22
412529464,2017,2018-05-31,9.0,3.0,22
569439915,2017,2018-03-03,5.0,8.0,22
464793463,2017,2018-08-21,16.0,15.0,22
283938986,2017,2018-12-26,4.0,2.0,22
545892203,2016,2017-11-16,12.0,,29
275172434,2016,2017-07-25,2.0,9.0,22
64425707,2016,2017-05-07,5.0,3.0,22
375066805,2016,2017-10-15,10.0,4.0,22
375066805,2014,2015-09-12,7.0,,22
143184261,2017,2018-08-21,9.0,6.0,22
196618454,2016,2017-11-20,5.0,,29
431597418,2015,2016-05-27,5.0,,22
60728002,2017,2018-11-07,15.0,8.0,22
60728002,2013,2015-04-29,39.0,,22
1047520340,2016,2017-06-17,4.0,2.0,22
1116990859,2017,2018-08-20,2.0,1.0,22
742531827,2017,2018-07-28,12.0,9.0,22
804550396,2015,2016-06-23,5.0,,22
54930732,2017,2018-05-25,2.0,1.0,22
361976282,2016,,,,29
724452030,2007,,0.0,,22
496937231,2016,,11.0,,29
671461191,2015,,,,29
85241169,2014,,,,22
1186648690,2017,2018-11-01,8.0,,22
1089644305,2016,,,,22
294479919,2017,,,,26
1122802283,2014,,5.0,,15
1226812740,2016,2017-10-04,7.0,0.0,22
1131533469,2017,2018-06-20,2.0,2.0,22
325202961,2017,,,,22
109835389,2016,2017-09-13,4.0,2.0,22
328912487,2017,2018-04-20,9.0,10.0,22
702865981,2017,2018-06-19,8.0,3.0,22
638172652,2017,2018-08-23,14.0,3.0,22
652109476,2017,,,,22
297929056,2017,,,,22
375066805,2015,2016-09-24,,,2
163334210,2014,2016-03-26,,,2
1047520340,2013,2015-02-22,,,3
311545196,2014,2015-11-29,4.0,,2
247576004,2015,2016-10-25,,,2
421387546,2014,2015-06-30,,,2
1187991990,2014,2015-06-05,,,3
1065480306,2014,2015-11-10,,,2
1135979979,2015,2016-09-26,13.0,,2
1086151159,2015,2016-10-24,,,2
1059696849,2015,2016-11-30,19.0,,2
1110061441,2013,2015-08-30,,,2
294479919,2015,2016-01-05,,,2
464793463,2014,2015-03-29,,,2
329503003,2014,2015-08-02,,,2
1086151159,2013,2014-05-20,,,2
1059696849,2014,2016-04-23,23.0,,2
182350276,2014,2015-09-25,,,2
516287023,2015,2016-09-30,,,3
863135967,2014,2015-01-07,38.0,,2
696299929,2015,2016-03-28,,,2
1211758009,2014,2015-10-15,177.0,,2
445079467,2015,2016-06-06,,,2
1110061441,2014,2015-08-30,,,2
813871123,2014,2015-08-13,,,2
552148999,2014,2015-12-24,,,3
1074236300,2015,2016-07-09,9.0,,2
1020606618,2015,2016-04-28,,,2
961342330,2013,2015-08-17,,,2
432563835,2013,2015-09-04,,,2
412529464,2015,2016-02-19,,,2
236880825,2015,2016-07-21,21.0,,2
607016132,2015,2016-12-09,,,2
979812063,2015,2016-08-16,,,2
494468723,2013,2014-05-25,,,2
236880825,2013,2015-09-01,13.0,,2
1233566326,2015,2016-12-29,,,2
684879148,2013,2014-12-19,12.0,,2
751129954,2014,2015-04-29,6.0,,7
127290212,2014,2015-09-25,,,2
157545813,2015,2016-02-29,,,2
529429475,2015,2016-02-16,13.0,,3
601154056,2015,2016-05-11,,,2
999356637,2015,2016-07-07,,,2
181536431,2014,2015-03-05,,,2
918039613,2014,2015-08-16,13.0,,22
110863685,2013,2014-02-28,,,2
13778114,2014,2015-04-10,,,2
261130420,2014,2015-11-12,,,2
361333721,2015,2016-06-23,,,2
810340507,2015,2016-10-15,,,2
507553157,2016,2017-07-20,19.0,6.0,29
1030300941,2016,2017-04-20,1.0,8.0,29
808471480,2016,2017-10-20,6.0,2.0,29
408562265,2016,2017-10-15,10.0,8.0,26
1146862499,2016,2017-11-20,9.0,,2
790307959,2016,2017-12-20,4.0,,2
606089945,2016,2017-12-20,8.0,,2
601154056,2016,2017-03-20,11.0,8.0,2
961342330,2016,2017-12-20,14.0,11.0,2
1132496715,2016,2017-02-20,6.0,7.0,2
1059986482,2016,2017-05-20,4.0,3.0,2
163334210,2016,2017-02-20,10.0,6.0,2
979812063,2017,2018-01-08,62.0,15.0,22
383845402,2017,2018-05-30,8.0,4.0,22
420043119,2017,2018-11-26,4.0,8.0,22
699691718,2017,2018-01-07,5.0,9.0,22
790975792,2017,2018-06-08,2.0,1.0,22
529429475,2016,2017-11-27,5.0,7.0,22
580439677,2017,2018-03-14,10.0,6.0,22
13778114,2017,2018-04-08,12.0,2.0,22
421387546,2017,2018-09-13,4.0,2.0,22
69522839,2015,2016-09-30,11.0,,22
749881846,2017,2018-08-06,7.0,6.0,22
627162722,2015,2016-01-01,3.0,,22
627162722,2016,2017-02-13,7.0,1.0,22
242729106,2015,2018-01-08,7.0,,22
