entid,ANCHEYEAR,INV,TRANSAMPR,TRANSAMAFT,ALTDATE
282534824,2018,2252,45.56047989667933,7.818445197871089,2018-03-06
282534824,2018,2497,54.85335764976616,91.75960882836507,2018-01-06
802164874,2017,1281,99.43518940904768,-2.2416070773943484,2017-02-28
57354986,2018,51,0.0145113179169612,52.39863699504936,2018-09-11
57354986,2018,698,0.0105744982329697,48.16477075881327,2018-10-11
896079602,2017,2214,0.3897009737664691,90.2857236671122,2017-07-21
896079602,2017,802,-1.0548909498081336,8.718371317347664,2017-10-21
347228778,2018,2211,18.99073046598631,20.735412984346134,2018-03-30
347228778,2018,1933,77.89799862916918,79.76092693961611,2018-03-30
770157031,2017,1190,99.22308209530524,0.3608689964212465,2017-11-06
770157031,2017,2362,0.1480290002842492,1.041455139723762,2017-04-06
770157031,2017,614,0.154315165289739,5.145691766765035,2017-10-06
770157031,2017,1683,0.9086929630261512,2.724764366163669,2017-05-06
770157031,2017,1219,-0.373513821090046,40.39654571133345,2017-11-06
770157031,2017,2086,-0.3936409861848514,50.43812277076906,2017-05-06
770157031,2018,614,5.547809647936065,0.7448727717006477,2019-01-23
770157031,2018,1219,40.12588719530015,35.03931713523968,2018-09-30
770157031,2018,2362,30.51881440268319,33.674722435021785,2018-01-30
770157031,2018,1190,-1.058767109178876,50.02939486909307,2019-01-30
770157031,2018,1683,15.647775916898237,-0.6112360473878481,2018-03-30
770157031,2018,2086,49.00581626502203,-1.422424979464309,2018-07-30
105365710,2018,1387,38.35681502347074,23.070528165270137,2018-01-30
713899048,2018,96,25.34264628709838,0.8477174379001191,2018-11-23
713899048,2018,1994,15.866861413228207,1.2933561278164112,2018-07-23
713899048,2018,227,56.84649445545855,99.7773808900145,2018-08-23
401924744,2018,1909,90.17011591149478,27.32550104164184,2018-12-24
401924744,2018,1256,-0.9502999865437578,41.40410253486229,2018-04-24
401924744,2018,2625,8.25835924964326,0.8748897584539534,2018-08-24
401924744,2018,730,0.7059948008914467,30.57081404351081,2018-01-24
219879421,2013,1039,60.91077620119014,24.93335249353725,2013-10-05
407842625,2018,1429,15.3822813275447,38.6479085303334,2018-02-06
407842625,2018,1451,34.995471450531625,10.069874690507447,2018-07-06
917987559,2017,1262,1.267372660003398,100.4823060344802,2017-09-21
917987559,2017,2551,102.2490381998765,1.3007542344840588,2017-03-21
917987559,2017,1262,0.9286528026115553,98.9639344741915,2017-09-20
917987559,2017,2551,99.97059630286236,1.2935211247451577,2017-03-20
179320552,2018,1021,100.72133514320934,-0.8193053872848676,2018-02-22
