entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
196822628,1156,,,20,999,,2,1.0,2016.0
196822628,1156,,,20,999,,2,3.0,2015.0
196822628,1156,,,20,999,0.25,2,1.0,2017.0
163842820,1196,0.0,1.0,25,108,0.25,0,10.0,
163842820,1196,,,25,668,,2,50.0,2016.0
163842820,1196,,,25,668,,2,50.0,2015.0
163842820,1196,,,25,1198,0.25,2,5.0,2017.0
558716418,1203,0.0,2.0,9,446,0.25,0,34.0,
558716418,1214,,,9,1320,,2,8.0,2016.0
558716418,1214,,,9,1320,,2,8.0,2015.0
558716418,1214,,,20,1320,0.25,2,58.0,2017.0
619266132,1226,0.0,1.0,20,97,0.25,0,12.0,
619266132,1226,,,20,645,,2,13.0,2016.0
619266132,1226,,,20,645,,2,40.0,2015.0
619266132,1226,,,20,645,0.25,2,11.0,2017.0
284017529,1231,,2.0,9,432,0.25,1,,
284017529,1231,,,9,1265,,2,1.0,2016.0
284017529,1231,,,9,1265,,2,1.0,2015.0
284017529,1231,,,9,546,0.25,2,6.0,2017.0
556894200,1237,0.0,2.0,9,250,0.25,0,1.0,
556894200,1154,,,9,1262,,2,2.0,2016.0
556894200,1238,,,9,913,,2,2.0,2015.0
556894200,1238,,,9,933,0.25,2,2.0,2017.0
636006456,1189,0.0,2.0,20,306,0.25,0,5.0,
636006456,1189,,,20,1027,,2,5.0,2015.0
119305795,1144,0.0,2.0,20,394,0.25,0,12.0,
119305795,1149,,,20,1366,,2,3.0,2016.0
119305795,1149,,,20,1366,,2,5.0,2015.0
119305795,1149,,,20,1366,0.25,2,4.0,2017.0
250115004,1190,0.0,2.0,9,438,0.25,0,3.0,
250115004,1190,,,9,1275,,2,2.0,2016.0
250115004,1190,,,9,1275,,2,2.0,2015.0
250115004,1190,,,9,1275,0.25,2,3.0,2017.0
681360485,1144,0.0,2.0,20,258,0.25,0,2.0,
681360485,1145,,,20,1010,,2,3.0,2016.0
681360485,1145,,,20,1010,,2,3.0,2015.0
362741838,1193,0.0,1.0,9,102,0.25,0,1.0,
362741838,1193,,,9,657,,2,2.0,2016.0
362741838,1193,,,9,657,,2,2.0,2015.0
362741838,1201,,,9,657,0.25,2,1.0,2017.0
1211820076,1161,0.0,2.0,9,415,0.25,0,12.0,
1211820076,1161,,,9,1275,,2,12.0,2016.0
1211820076,1167,,,9,1275,,2,8.0,2015.0
1211820076,1167,,,9,1087,0.25,2,10.0,2017.0
894671305,1198,0.0,1.0,18,155,0.25,0,1.0,
894671305,1198,,,20,739,,2,2.0,2016.0
894671305,1198,,,20,739,,2,2.0,2015.0
894671305,1198,,,20,739,0.25,2,2.0,2017.0
512107707,1235,0.0,1.0,9,100,0.25,0,8.0,
512107707,1235,,,9,648,,2,1.0,2016.0
512107707,1235,,,9,648,,2,5.0,2015.0
512107707,1235,,,9,648,0.25,2,1.0,2017.0
331529733,1158,0.0,2.0,9,258,0.25,0,2.0,
331529733,1162,,,9,993,,2,5.0,2016.0
331529733,1157,,,9,993,,2,3.0,2015.0
331529733,1170,,,9,993,0.25,2,5.0,2017.0
951390025,1217,0.0,2.0,20,478,0.25,0,5.0,
951390025,1217,,,20,1381,,2,35.0,2016.0
951390025,1217,,,20,1381,,2,5.0,2015.0
951390025,1217,,,20,1280,0.25,2,3.0,2017.0
234681025,1196,0.0,1.0,20,70,0.25,0,10.0,
234681025,1196,,,20,610,,2,6.0,2016.0
234681025,1196,,,20,610,,2,6.0,2015.0
234681025,1196,,,20,610,0.25,2,6.0,2017.0
787147017,1158,1.0,2.0,10,394,0.25,0,,
787147017,1172,,,9,1181,,2,14.0,2016.0
787147017,1172,,,10,1181,,2,14.0,2015.0
239232586,1144,0.0,2.0,20,384,0.25,0,1.0,
239232586,1145,,,20,1154,,2,3.0,2016.0
239232586,1145,,,20,1154,,2,3.0,2015.0
239232586,1145,,,20,1154,0.25,2,5.0,2017.0
674502068,1144,0.0,2.0,20,368,0.25,0,3.0,
674502068,1145,,,20,1121,,2,13.0,2016.0
674502068,1145,,,20,1121,,2,3.0,2015.0
674502068,1145,,,20,1121,0.25,2,18.0,2017.0
899947531,1158,0.0,2.0,9,258,0.25,0,3.0,
899947531,1158,0.0,2.0,9,258,0.25,0,,
899947531,1158,,,9,1011,,2,3.0,2016.0
899947531,1157,,,9,989,,2,3.0,2015.0
899947531,1166,,,9,1010,0.25,2,1.0,2017.0
32314617,1158,0.0,2.0,9,415,0.25,0,1.0,
32314617,1158,,,9,1203,,2,2.0,2016.0
32314617,1158,,,9,1203,,2,2.0,2015.0
32314617,1158,,,9,1203,0.25,2,2.0,2017.0
1026114200,1167,,,9,1017,,2,1.0,2016.0
1026114200,1171,,,9,1017,,2,5.0,2015.0
1026114200,1167,,,9,1017,0.25,2,1.0,2017.0
69522839,1160,0.0,1.0,23,194,0.25,0,7.0,
69522839,1169,,,23,805,,2,9.0,2016.0
69522839,1169,,,23,805,,2,600.0,2015.0
69522839,1169,,,23,805,0.25,2,8.0,2017.0
377208493,1161,0.0,1.0,9,126,0.25,0,53.0,
377208493,1163,,,20,685,,2,139.0,2016.0
377208493,1170,,,9,692,,2,3.0,2015.0
377208493,1170,,,20,685,0.25,2,3.0,2017.0
216706380,1221,0.0,2.0,20,306,0.25,0,2.0,
216706380,1221,,,20,1027,,2,2.0,2016.0
216706380,1221,,,20,1027,,2,2.0,2015.0
216706380,1221,,,20,1027,0.25,2,2.0,2017.0
10231403,1160,,,9,1328,,2,1.0,2016.0
10231403,1169,,,9,1328,0.25,2,2.0,2017.0
124734491,1224,0.0,2.0,2,306,0.25,0,3.0,
124734491,1224,,,2,1072,,2,3.0,2015.0
773323605,1144,0.0,2.0,9,252,0.25,1,,
773323605,1150,,,9,915,,2,3.0,2016.0
773323605,1150,,,9,915,,2,3.0,2015.0
773323605,1150,,,9,915,0.25,2,3.0,2017.0
1085422569,1161,0.0,2.0,20,258,0.25,0,4.0,
1085422569,1161,,,20,1054,,2,3.0,2016.0
1085422569,1157,,,9,1003,,2,2.0,2015.0
1085422569,1166,,,20,1054,0.25,2,3.0,2017.0
1052240272,1161,0.0,2.0,20,258,0.25,0,5.0,
1052240272,1158,,,9,972,,2,6.0,2016.0
1052240272,1166,,,9,1017,,2,3.0,2015.0
1052240272,1167,,,9,972,0.25,2,,2017.0
545892203,1211,0.0,2.0,22,0,0.25,0,5.0,
545892203,1211,,,22,517,,2,6.0,2016.0
545892203,1211,,,22,517,,2,6.0,2015.0
545892203,1211,,,22,517,0.25,2,5.0,2017.0
365691958,1144,0.0,2.0,20,258,0.25,0,1.0,
365691958,1145,,,20,976,,2,4.0,2016.0
365691958,1145,,,20,976,,2,4.0,2015.0
762715586,1192,0.0,1.0,9,231,0.25,0,314.0,
762715586,1192,,,9,884,,2,323.0,2016.0
762715586,1192,,,9,884,,2,198.0,2015.0
762715586,1192,,,9,884,0.25,2,319.0,2017.0
286466904,1207,,,9,1245,0.25,2,5.0,2017.0
186993512,1158,0.0,2.0,20,258,0.25,0,1.0,
186993512,1158,,,20,1008,,2,1.0,2016.0
186993512,1157,,,20,1008,,2,3.0,2015.0
186993512,1166,,,20,1008,0.25,2,1.0,2017.0
605940031,1158,,,9,1244,,2,5.0,2016.0
605940031,1157,,,9,1244,,2,5.0,2015.0
605940031,1166,,,9,1244,0.25,2,3.0,2017.0
285546900,1144,0.0,2.0,20,258,0.25,0,50.0,
285546900,1147,,,20,999,,2,3.0,2016.0
285546900,1147,,,20,999,,2,3.0,2015.0
285546900,1147,,,20,999,0.25,2,3.0,2017.0
27679069,1177,0.0,2.0,9,258,0.25,0,27.0,
27679069,1177,,,9,999,,2,15.0,2016.0
27679069,1177,,,9,999,,2,8.0,2015.0
27679069,1177,,,9,999,0.25,2,15.0,2017.0
22571132,1160,0.0,2.0,20,463,0.25,0,1.0,
22571132,1161,,,20,1362,,2,1.0,2016.0
22571132,1169,,,20,1362,,2,1.0,2015.0
22571132,1169,,,20,1094,0.25,2,0.0,2017.0
1162074182,1161,0.0,2.0,9,415,0.25,0,5.0,
1162074182,1161,,,9,1271,,2,1.0,2016.0
1162074182,1157,,,9,1275,,2,2.0,2015.0
564221224,1162,,,20,1010,,2,2.0,2016.0
564221224,1157,,,20,1010,,2,3.0,2015.0
564221224,1168,,,20,1010,0.25,2,1.0,2017.0
761613431,1163,,,20,1006,,2,1.0,2016.0
761613431,1170,,,20,1006,,2,1.0,2015.0
761613431,1170,,,20,1006,0.25,2,1.0,2017.0
1225991575,1190,0.0,2.0,9,438,0.25,0,4.0,
1225991575,1190,,,9,1275,,2,12.0,2016.0
1225991575,1190,,,9,1275,,2,2.0,2015.0
1225991575,1190,,,9,1307,0.25,2,19.0,2017.0
1160048160,1163,,,9,615,,2,9.0,2016.0
1160048160,1170,,,9,615,,2,4.0,2015.0
1160048160,1170,,,9,615,0.25,2,11.0,2017.0
115557824,1204,0.0,2.0,20,306,0.25,0,4.0,
115557824,1204,,,20,1055,,2,2.0,2016.0
115557824,1204,,,20,1055,,2,2.0,2015.0
115557824,1204,,,20,1055,0.25,2,2.0,2017.0
629814518,1144,0.0,2.0,9,239,0.25,1,,
629814518,1153,,,9,897,,2,158.0,2016.0
629814518,1153,,,9,897,,2,30.0,2015.0
629814518,1153,,,9,897,0.25,2,20.0,2017.0
1063940659,1145,,,20,1017,,2,3.0,2016.0
1063940659,1145,,,20,1017,,2,3.0,2015.0
1063940659,1145,,,20,1017,0.25,2,1.0,2017.0
184267873,1193,0.0,1.0,9,139,0.25,0,58.0,
184267873,1193,,,9,707,,2,52.0,2016.0
184267873,1193,,,9,707,,2,65.0,2015.0
184267873,1193,,,20,707,0.25,2,35.0,2017.0
1122027783,1198,0.0,1.0,20,167,0.25,0,18.0,
1122027783,1198,0.0,1.0,20,167,0.25,1,,
1122027783,1198,,,20,755,,2,10.0,2016.0
1122027783,1198,,,20,755,,2,10.0,2015.0
1122027783,1198,,,20,755,0.25,2,17.0,2017.0
410528128,1245,0.0,2.0,9,365,0.25,0,,
410528128,1241,0.0,,20,258,0.25,0,,
410528128,1245,,,9,1118,,2,2.0,2016.0
410528128,1245,,,9,1118,,2,5.0,2015.0
410528128,1245,,,9,1118,0.25,2,2.0,2017.0
1015725051,1240,0.0,2.0,9,258,0.25,0,,
1015725051,1240,0.0,2.0,9,258,0.25,0,,
1015725051,1240,,,9,1017,,2,1.0,2016.0
1015725051,1240,,,9,1017,,2,3.0,2015.0
1015725051,1240,,,9,1017,0.25,2,1.0,2017.0
49303527,1242,0.0,2.0,9,258,0.25,0,,
49303527,1242,,,9,962,,2,3.0,2016.0
49303527,1242,,,9,962,,2,3.0,2015.0
49303527,1242,,,9,962,0.25,2,2.0,2017.0
720865661,1302,0.0,2.0,9,426,0.25,1,,
720865661,1302,,,9,1254,,2,3.0,2016.0
720865661,1302,,,9,1254,0.25,2,7.0,2017.0
809210755,1290,,,9,1072,,2,3.0,2016.0
809210755,1290,,,9,1072,0.25,2,1.0,2017.0
300600833,1244,0.0,,20,306,0.25,0,,
1082256765,1282,,,9,897,,2,3.0,2016.0
1093704728,1240,0.0,2.0,9,415,0.25,0,,
1093704728,1240,,,9,1271,,2,2.0,2016.0
1093704728,1240,,,9,1271,,2,3.0,2015.0
1093704728,1240,,,9,1271,0.25,2,2.0,2017.0
749881846,1239,0.0,2.0,9,425,0.25,0,,
749881846,1239,,,9,1253,,2,2.0,2016.0
749881846,1239,,,9,1253,,2,2.0,2015.0
749881846,1239,,,9,1253,0.25,2,3.0,2017.0
580117107,1240,,,20,917,0.25,2,1.0,2017.0
932668484,1256,,,20,1017,,2,2.0,2016.0
932668484,1256,,,20,1017,,2,11.0,2015.0
932668484,1256,,,20,1017,0.25,2,11.0,2017.0
100322040,1240,0.0,2.0,9,444,0.25,0,,
100322040,1240,,,9,1324,,2,3.0,2016.0
100322040,1240,,,9,1324,,2,3.0,2015.0
100322040,1240,,,9,1324,0.25,2,3.0,2017.0
172923780,1270,0.0,2.0,9,256,0.25,1,,
172923780,1244,,,9,915,,2,3.0,2016.0
172923780,1244,,,9,922,,2,3.0,2015.0
172923780,1244,,,9,915,0.25,2,2.0,2017.0
220729412,1296,,,9,1072,,2,2.0,2016.0
220729412,1296,,,9,1072,,2,3.0,2015.0
220729412,1296,,,9,1072,0.25,2,2.0,2017.0
973459989,1261,0.0,2.0,9,438,0.25,0,,
973459989,1261,,,9,1275,,2,11.0,2016.0
973459989,1261,,,9,1275,,2,3.0,2015.0
973459989,1261,,,20,1275,0.25,2,5.0,2017.0
393283440,1288,,2.0,9,246,0.25,1,,
393283440,1288,,,20,915,,2,3.0,2016.0
393283440,1288,,,20,915,,2,30.0,2015.0
393283440,1288,,,9,915,0.25,2,5.0,2017.0
181536431,1303,,,9,1266,0.25,2,1.0,2017.0
1224701129,1292,0.0,2.0,20,344,0.25,0,,
1224701129,1292,,,20,1103,,2,12.0,2015.0
207715512,1274,,,22,512,,2,5.0,2016.0
207715512,1274,,,22,512,,2,5.0,2015.0
380750335,1280,,,20,913,,2,4.0,2016.0
485493682,1241,,,9,1164,,2,2.0,2016.0
485493682,1241,,,9,1164,0.25,2,2.0,2017.0
556838756,1292,0.0,2.0,20,306,0.25,0,,
556838756,1292,,,9,1072,,2,9.0,2016.0
556838756,1292,,,20,1072,,2,20.0,2015.0
556838756,1292,,,9,1072,0.25,2,8.0,2017.0
1165153101,1265,0.0,2.0,22,17,0.25,0,,
1165153101,1265,,,22,526,,2,2.0,2016.0
1165153101,1265,,,22,526,,2,118.0,2015.0
1165153101,1265,,,22,526,0.25,2,2.0,2017.0
888170947,1273,,,9,1324,,2,15.0,2016.0
888170947,1273,,,18,1321,,2,20.0,2015.0
888170947,1273,,,9,1324,0.25,2,15.0,2017.0
679444756,1295,,2.0,9,405,0.25,1,,
679444756,1295,,,9,1203,,2,2.0,2016.0
679444756,1295,,,9,1203,,2,3.0,2015.0
679444756,1295,,,9,1203,0.25,2,1.0,2017.0
934887788,1266,0.0,1.0,9,93,0.25,0,,
934887788,1266,,,9,640,,2,30.0,2016.0
934887788,1266,,,9,640,,2,30.0,2015.0
934887788,1266,,,9,640,0.25,2,40.0,2017.0
1060869475,1321,0.0,2.0,1,445,0.25,0,456.0,
1060869475,1320,,,1,1319,,2,339.0,2016.0
1060869475,1320,,,1,1319,,2,339.0,2015.0
1060869475,1320,,,1,1319,0.25,2,405.0,2017.0
968571103,1309,0.0,2.0,9,282,0.25,0,4.0,
968571103,1309,,,9,989,,2,3.0,2016.0
968571103,1309,,,9,989,,2,29.0,2015.0
968571103,1309,,,9,989,0.25,2,3.0,2017.0
70562840,1326,0.0,1.0,20,180,0.25,0,,
70562840,1326,,,20,787,,2,4.0,2016.0
70562840,1326,,,20,775,,2,5.0,2015.0
70562840,1326,,,20,787,0.25,2,4.0,2017.0
299834469,1313,0.0,2.0,20,336,0.25,0,16.0,
299834469,1317,,,9,922,,2,45.0,2016.0
299834469,1317,,,9,1057,,2,8.0,2015.0
299834469,1317,,,9,922,0.25,2,46.0,2017.0
63010757,1371,0.0,2.0,20,359,0.25,0,10.0,
63010757,1379,,,20,1110,,2,3.0,2016.0
63010757,1379,,,20,1110,,2,15.0,2015.0
63010757,1379,,,20,1110,0.25,2,1.0,2017.0
907595559,1310,0.0,2.0,20,274,0.25,0,3.0,
88404646,1430,0.0,1.0,20,166,0.25,0,10.0,
88404646,1430,,,20,747,,2,10.0,2016.0
88404646,1430,,,20,747,,2,4.0,2015.0
88404646,1430,,,20,747,0.25,2,3.0,2017.0
5503066,1310,0.0,2.0,20,426,0.25,0,,
5503066,1310,,,20,1254,,2,3.0,2016.0
5503066,1310,,,20,1254,,2,3.0,2015.0
323114113,1329,0.0,1.0,20,71,0.25,0,,
323114113,1329,,,20,615,,2,1.0,2016.0
323114113,1329,,,20,612,,2,3.0,2015.0
323114113,1329,,,20,615,0.25,2,2.0,2017.0
640268003,1312,0.0,2.0,20,298,0.25,0,2.0,
640268003,1312,,,20,1011,,2,1.0,2016.0
640268003,1312,,,20,1011,,2,2.0,2015.0
640268003,1312,,,20,1011,0.25,2,1.0,2017.0
767847150,1311,,,20,1006,,2,3.0,2016.0
767847150,1311,,,20,1006,,2,3.0,2015.0
767847150,1311,,,20,1006,0.25,2,4.0,2017.0
96647458,1312,0.0,2.0,20,305,0.25,0,3.0,
96647458,1312,,,20,1017,0.25,2,3.0,2017.0
589139545,1384,0.0,1.0,9,49,0.25,0,,
589139545,1395,,,9,575,,2,467.0,2016.0
589139545,1395,,,9,575,,2,467.0,2015.0
589139545,1395,,,9,575,0.25,2,240.0,2017.0
633603231,1310,,,20,1012,,2,1.0,2016.0
633603231,1310,,,20,1012,,2,3.0,2015.0
633603231,1310,,,20,1012,0.25,2,1.0,2017.0
646618607,1311,0.0,1.0,20,190,0.25,0,2.0,
646618607,1311,,,20,795,,2,2.0,2016.0
646618607,1311,,,20,795,,2,5.0,2015.0
646618607,1311,,,20,795,0.25,2,2.0,2017.0
645504403,1313,0.0,2.0,9,291,0.25,0,3.0,
645504403,1313,,,9,999,,2,3.0,2016.0
645504403,1317,,,9,999,,2,3.0,2015.0
645504403,1317,,,9,999,0.25,2,4.0,2017.0
528468029,1313,0.0,2.0,9,426,0.25,0,,
528468029,1313,,,9,1254,,2,2.0,2016.0
528468029,1313,,,9,1254,,2,2.0,2015.0
528468029,1313,,,9,1254,0.25,2,2.0,2017.0
478139581,1313,0.0,2.0,9,426,0.25,0,,
478139581,1313,,,9,1254,,2,7.0,2016.0
478139581,1313,,,9,1254,,2,1.0,2015.0
478139581,1313,,,20,1254,0.25,2,7.0,2017.0
679425155,1313,0.0,1.0,20,209,0.25,0,10.0,
679425155,1313,,,20,831,,2,6.0,2016.0
679425155,1317,,,20,831,,2,3.0,2015.0
679425155,1317,,,20,831,0.25,2,5.0,2017.0
1040255018,1320,1.0,2.0,9,246,0.25,1,,
1040255018,1320,,,9,908,,2,1.0,2016.0
1040255018,1320,,,9,908,,2,2.0,2015.0
1040255018,1320,,,9,908,0.25,2,2.0,2017.0
937063704,1321,,,20,1005,,2,1.0,2016.0
937063704,1321,,,20,1016,,2,2.0,2015.0
937063704,1320,,,20,1005,0.25,2,1.0,2017.0
412529464,1333,1.0,2.0,20,438,0.25,1,,
412529464,1320,0.0,2.0,20,438,0.25,0,2.0,
412529464,1333,,,20,1275,,2,1.0,2016.0
412529464,1333,,,20,1275,,2,2.0,2015.0
412529464,1333,,,20,1275,0.25,2,11.0,2017.0
642489361,1322,0.0,2.0,20,258,0.25,1,,
642489361,1322,,,20,971,,2,1.0,2016.0
642489361,1322,,,20,1016,,2,3.0,2015.0
642489361,1322,,,20,971,0.25,2,2.0,2017.0
723631918,1322,0.0,2.0,20,349,0.25,0,1.0,
723631918,1325,,,20,1103,,2,1.0,2016.0
723631918,1322,,,20,1103,,2,3.0,2015.0
156971183,1322,0.0,2.0,20,258,0.25,0,,
156971183,1325,,,20,1009,,2,4.0,2016.0
156971183,1322,,,20,1016,,2,4.0,2015.0
156971183,1322,,,9,1009,0.25,2,2.0,2017.0
766356192,1329,,,20,999,,2,3.0,2016.0
766356192,1329,,,20,1016,,2,12.0,2015.0
766356192,1329,,,20,999,0.25,2,5.0,2017.0
1053943691,1329,0.0,1.0,29,180,0.25,0,,
1053943691,1329,,,29,776,,2,12.0,2016.0
1053943691,1329,,,29,775,,2,30.0,2015.0
1053943691,1329,,,29,776,0.25,2,9.0,2017.0
782733767,1326,0.0,2.0,9,252,0.25,1,,
782733767,1326,,,9,915,,2,1.0,2016.0
782733767,1326,,,9,915,,2,2.0,2015.0
782733767,1326,,,9,915,0.25,2,1.0,2017.0
928765176,1332,0.0,2.0,20,252,0.25,1,,
928765176,1323,,,20,915,,2,1.0,2016.0
928765176,1332,,,20,915,,2,4.0,2015.0
158066815,1319,0.0,2.0,9,438,0.25,0,1.0,
158066815,1319,1.0,2.0,9,438,0.25,0,,
158066815,1319,,,9,1275,,2,1.0,2016.0
158066815,1319,,,9,1275,,2,4.0,2015.0
158066815,1319,,,9,1275,0.25,2,2.0,2017.0
818633038,1331,0.0,2.0,22,258,0.25,0,,
818633038,1331,,,22,968,,2,1.0,2016.0
818633038,1331,,,22,1016,,2,5.0,2015.0
818633038,1331,,,22,968,0.25,2,1.0,2017.0
150481980,1311,0.0,2.0,20,405,0.25,0,,
150481980,1311,,,20,1203,,2,14.0,2016.0
150481980,1311,,,20,1203,,2,2.0,2015.0
150481980,1311,,,20,1203,0.25,2,6.0,2017.0
1214098496,1324,0.0,2.0,20,258,0.25,0,,
1214098496,1324,,,20,995,,2,2.0,2016.0
1214098496,1324,,,20,1016,,2,7.0,2015.0
1214098496,1324,,,20,995,0.25,2,1.0,2017.0
54930732,1338,,,20,1017,,2,1.0,2016.0
54930732,1338,,,20,1017,,2,6.0,2015.0
54930732,1338,,,20,1017,0.25,2,1.0,2017.0
93291786,1337,0.0,2.0,20,297,0.25,0,32.0,
93291786,1337,0.0,2.0,20,258,0.25,0,,
93291786,1337,,,20,1010,,2,44.0,2016.0
93291786,1341,,,20,1010,,2,13.0,2015.0
93291786,1341,,,20,1010,0.25,2,24.0,2017.0
1065480306,1348,0.0,2.0,9,300,0.25,0,1.0,
1065480306,1348,,,9,1012,,2,3.0,2016.0
1065480306,1348,,,9,1012,,2,4.0,2015.0
45388809,1418,0.0,1.0,9,111,0.25,0,26.0,
45388809,1418,,,9,668,,2,26.0,2016.0
45388809,1418,,,9,669,,2,8.0,2015.0
45388809,1418,,,9,668,0.25,2,3.0,2017.0
863135967,1360,0.0,1.0,28,131,0.25,0,60.0,
863135967,1360,,,28,699,,2,60.0,2016.0
863135967,1360,,,28,670,,2,59.0,2015.0
934266109,1353,0.0,2.0,20,335,0.25,1,,
934266109,1353,,,20,1055,,2,3.0,2016.0
934266109,1367,,,20,1055,,2,6.0,2015.0
934266109,1367,,,20,1055,0.25,2,3.0,2017.0
560897263,1354,0.0,1.0,20,156,0.25,0,,
560897263,1354,,,20,730,,2,16.0,2016.0
560897263,1354,,,20,730,,2,16.0,2015.0
560897263,1354,,,9,730,0.25,2,16.0,2017.0
163511238,1429,,,2,1052,0.25,2,5.0,2017.0
877210685,1353,0.0,1.0,20,52,0.25,1,,
877210685,1353,,,20,579,,2,1.0,2016.0
877210685,1363,,,20,579,,2,12.0,2015.0
877210685,1363,,,20,579,0.25,2,1.0,2017.0
834166607,1361,,,20,1118,,2,5.0,2016.0
834166607,1361,,,20,1118,,2,6.0,2015.0
834166607,1361,,,20,1118,0.25,2,2.0,2017.0
1099449024,1361,0.0,1.0,9,98,0.25,1,,
1099449024,1361,,,9,644,,2,3.0,2016.0
1099449024,1361,,,9,644,,2,11.0,2015.0
1099449024,1361,,,20,644,0.25,2,12.0,2017.0
903426713,1308,,2.0,9,406,0.25,1,,
903426713,1362,,,9,1204,,2,2.0,2016.0
903426713,1362,,,9,1204,,2,3.0,2015.0
903426713,1362,,,9,1204,0.25,2,1.0,2017.0
762949398,1368,0.0,2.0,9,478,0.25,0,,
762949398,1368,,,9,1381,,2,2.0,2016.0
762949398,1368,,,9,1381,,2,2.0,2015.0
762949398,1368,,,9,1381,0.25,2,3.0,2017.0
11609395,1406,0.0,1.0,20,44,0.25,0,11.0,
11609395,1406,,,20,570,,2,2.0,2016.0
11609395,1406,,,20,570,,2,7.0,2015.0
11609395,1406,,,9,570,0.25,2,3.0,2017.0
768209460,1368,0.0,1.0,9,225,0.25,0,,
768209460,1368,,,9,851,,2,30.0,2016.0
768209460,1368,,,9,851,,2,30.0,2015.0
768209460,1368,,,9,851,0.25,2,21.0,2017.0
176126365,1383,0.0,2.0,20,291,0.25,0,4.0,
176126365,1383,,,20,999,,2,7.0,2016.0
176126365,1383,,,20,999,,2,6.0,2015.0
176126365,1383,,,20,999,0.25,2,10.0,2017.0
271874611,1385,0.0,2.0,20,291,0.25,0,8.0,
271874611,1385,,,20,999,,2,8.0,2016.0
417191843,1386,0.0,2.0,20,23,0.25,0,3.0,
417191843,1386,,,20,534,,2,3.0,2016.0
417191843,1386,,,20,534,,2,2.0,2015.0
417191843,1386,,,20,534,0.25,2,3.0,2017.0
319854151,1431,,,20,615,0.25,2,4.0,2017.0
1215434367,1391,0.0,2.0,9,256,0.25,1,,
1215434367,1391,,,9,922,,2,2.0,2016.0
1215434367,1391,,,9,922,,2,5.0,2015.0
1215434367,1391,,,20,922,0.25,2,4.0,2017.0
921900866,1406,,,9,976,,2,1.0,2016.0
921900866,1406,,,9,976,,2,3.0,2015.0
921900866,1406,,,9,1351,0.25,2,3.0,2017.0
1115890420,1373,0.0,2.0,20,305,0.25,0,2.0,
1115890420,1373,,,9,1017,,2,20.0,2016.0
1115890420,1373,,,9,1017,,2,10.0,2015.0
1115890420,1373,,,9,1017,0.25,2,6.0,2017.0
972087944,1400,0.0,1.0,20,218,0.25,1,48.0,
942916950,1399,0.0,2.0,9,414,0.25,0,50.0,
942916950,1399,,,9,1241,,2,50.0,2016.0
942916950,1399,,,9,1241,,2,50.0,2015.0
326580845,1404,0.0,2.0,20,426,0.25,1,,
326580845,1404,,,20,1254,,2,2.0,2016.0
326580845,1404,,,20,1254,,2,8.0,2015.0
326580845,1404,,,20,1254,0.25,2,4.0,2017.0
270532483,1404,0.0,2.0,9,386,0.25,0,,
270532483,1404,,,9,1158,,2,1.0,2016.0
270532483,1411,,,9,1158,,2,3.0,2015.0
270532483,1411,,,9,1074,0.25,2,1.0,2017.0
609343642,1445,,,9,1254,,2,4.0,2016.0
609343642,1444,,,9,1254,0.25,2,1.0,2017.0
1230109619,1393,0.0,1.0,20,64,0.25,0,260.0,
1230109619,1393,,,20,595,,2,156.0,2016.0
1230109619,1393,,,20,595,,2,132.0,2015.0
1230109619,1393,,,20,595,0.25,2,186.0,2017.0
1093624326,1316,,,9,1184,,2,5.0,2016.0
1093624326,1316,,,9,1184,,2,5.0,2015.0
1093624326,1316,,,9,1184,0.25,2,1.0,2017.0
834948383,1313,0.0,2.0,20,281,0.25,0,4.0,
834948383,1313,,,20,987,,2,3.0,2016.0
834948383,1313,,,20,987,,2,8.0,2015.0
834948383,1313,,,20,987,0.25,2,7.0,2017.0
968078642,1337,,,9,1068,,2,2.0,2016.0
995060292,1309,0.0,2.0,20,461,0.25,0,,
995060292,1309,,,20,1345,,2,2.0,2016.0
995060292,1309,,,20,1345,,2,5.0,2015.0
995060292,1309,,,20,1345,0.25,2,1.0,2017.0
283622537,1378,0.0,1.0,20,67,0.25,0,,
283622537,1378,,,20,605,,2,50.0,2016.0
283622537,1378,,,20,605,,2,12.0,2015.0
283622537,1378,,,20,605,0.25,2,116.0,2017.0
1020460350,1333,,,20,897,,2,1.0,2016.0
1020460350,1333,,,20,897,0.25,2,16.0,2017.0
588527993,1378,,,20,974,,2,1.0,2016.0
588527993,1378,,,20,974,,2,10.0,2015.0
588527993,1378,,,20,974,0.25,2,1.0,2017.0
1226812740,1464,,,20,1049,,2,8.0,2016.0
1226812740,1464,,,20,1049,,2,4.0,2015.0
1226812740,1464,,,20,1049,0.25,2,5.0,2017.0
420043119,1396,0.0,2.0,9,406,0.25,0,,
420043119,1396,,,9,1204,,2,1.0,2016.0
420043119,1396,,,9,1204,,2,50.0,2015.0
420043119,1396,,,9,1204,0.25,2,1.0,2017.0
895605368,1329,,,22,501,,2,5.0,2016.0
895605368,1329,,,22,501,,2,5.0,2015.0
895605368,1329,,,22,501,0.25,2,1.0,2017.0
649320591,1376,0.0,2.0,20,316,0.25,0,2.0,
649320591,1376,,,20,1031,,2,2.0,2016.0
649320591,1376,,,20,1031,,2,2.0,2015.0
649320591,1376,,,20,1031,0.25,2,2.0,2017.0
526173030,1454,,,9,922,,2,21.0,2016.0
526173030,1454,,,9,922,,2,21.0,2015.0
