entid,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum
160269670,,,,0,7,11,1000.0,156.0,0.0,,,,0.0,,0,,0
837237594,,,,0,5,5,700.0,156.0,700.0,,,,0.0,,0,,0
714492796,,,,0,5,5,3.0,156.0,3.0,0.0,0.0,,0.0,,0,,0
1010142846,,,,0,7,5,500.0,156.0,0.0,,,,0.0,,0,,0
421819978,,,,0,7,5,20.0,156.0,0.0,,,,,,0,,0
393529853,,,,0,7,11,200.0,156.0,0.0,,,,0.0,,0,,0
207241268,,,,0,56,3,3.0,156.0,0.0,,,,0.0,,0,1.0,0
263177201,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
776724585,,,,0,7,17,200.0,156.0,0.0,,,,0.0,,0,,0
609404760,,,,0,5,11,100.0,156.0,30.0,,,,,,0,,0
1161132456,,,,0,65,12,10.0,156.0,,,,,,,0,,0
922543873,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
1003500663,,,,0,5,12,30.0,156.0,30.0,,,,,,0,,0
185788468,,,,0,5,5,300.0,156.0,300.0,,,,,,0,,0
956601166,,,,0,5,5,200.0,156.0,50.0,,,,,,0,,0
108393425,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
869972366,,,,0,5,8,500.0,156.0,,,,,,,0,,0
983049526,,,,0,5,11,50.0,156.0,10.0,,,,,,0,,0
816874677,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
546141373,,,,0,7,14,50.0,156.0,50.0,,,,,,0,,0
1033165268,,,,0,5,5,100.0,156.0,100.0,,,,,,0,,0
222277300,,,,0,64,11,3000.0,156.0,0.0,,,,,,0,,0
751009818,,,,0,5,8,10.0,156.0,10.0,,,,,,0,,0
669730926,,,,0,9,12,200.0,156.0,200.0,,,,,,0,,0
839764982,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0
22065829,,,,0,8,11,3000.0,156.0,0.0,,,,,,0,,0
999939302,,,,0,5,5,200.0,156.0,200.0,,,,,,0,,0
23341331,,,,0,5,4,100.0,156.0,10.0,,,,,,0,,0
579312182,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0
69056627,,,,0,5,5,160.0,156.0,160.0,,,,,,0,,0
1005025210,,,,0,46,5,1500.0,156.0,1500.0,,,,,,0,,0
632352660,,,,0,5,5,1000.0,156.0,1000.0,,,,,,0,,0
401087436,,,,1,11,5,1000.0,156.0,0.0,,,,,,0,,0
283938986,,,,0,7,5,100.0,156.0,10.0,,,,,,0,1.0,0
334193642,,,,0,5,4,2000.0,156.0,20.0,,,,,,0,,0
717080844,,,,0,82,12,112.0,840.0,0.0,,,,,,0,,0
790975792,,,,0,5,5,100.0,156.0,100.0,,,,,,0,1.0,0
1086417627,,,,0,5,12,50.0,156.0,10.0,,,,,,0,,0
154484947,,,,0,5,17,50.0,156.0,0.0,,,,,,0,,0
1044138027,,,,0,7,5,1000.0,156.0,,,,,,,0,,0
1073542190,,,,0,5,4,500.0,156.0,500.0,,,,,,0,,0
668977235,,,,0,64,11,50.0,156.0,0.0,,,,,,0,,0
13279008,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
948846797,,,,0,5,2,200.0,156.0,10.0,,,,,,0,,0
841011628,,,,0,5,4,10.0,156.0,10.0,,,,,,0,,0
540501276,,,,1,5,11,1000.0,156.0,50.0,,,,,,0,,0
459023004,,,,0,5,12,50.0,156.0,50.0,,,,,,0,,0
337986118,,,,0,5,11,3.0,156.0,3.0,,,,,,0,,0
90553906,,,,0,5,5,100.0,156.0,100.0,,,,,,0,1.0,0
93543846,,,,0,7,5,600.0,156.0,,,,,,,0,,0
507553157,,,,0,5,5,100.0,156.0,100.0,,,,,,0,1.0,0
406704808,,,,0,5,12,1500.0,156.0,300.0,,,,,,0,,0
458240227,,,,0,7,11,100.0,156.0,,,,,,,0,,0
533035670,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
936037445,,,,0,65,11,10.0,156.0,,,,,,,0,,0
178730157,,,,0,31,5,,,,,,,,,0,1.0,0
973237965,,,,0,7,5,50.0,156.0,50.0,,,,,,0,,0
875670290,,,,0,7,11,10.0,156.0,,,,,,,0,,0
841110875,,,,0,5,4,1370.0,156.0,1003.0,,,,,,0,,0
699691718,,,,0,5,8,50.0,156.0,50.0,,,,,,0,,0
496454976,,,,0,0,5,50.0,156.0,50.0,,,,,,0,,0
531581433,,,,0,7,12,1000.0,156.0,50.0,,,,,,0,,0
137817615,,,,1,65,2,30.0,156.0,,,,,,,0,,0
698020204,,,,0,7,5,50.0,156.0,0.0,,,,,,0,,0
187364170,,,,0,0,5,500.0,156.0,100.0,,,,,,0,,0
637274214,,,,0,5,5,100.0,156.0,100.0,,,,,,0,1.0,0
38363655,,,,0,5,5,100.0,156.0,,,,,,,0,,0
731114139,,,,0,5,5,50.0,156.0,0.0,,,,,,0,,0
548659914,,,,1,5,12,1000.0,156.0,100.0,,,,,,0,,0
516287023,,,,0,5,8,120.0,156.0,,,,,,,0,,0
176450308,,,,0,5,12,30.0,156.0,30.0,,,,,,0,,0
552148999,,,,0,7,12,450.0,156.0,10.0,,,,,,0,,0
96265667,,,,0,5,16,10000.0,156.0,10.0,,,,,,0,,0
534024185,,,,0,76,5,52.5,156.0,52.5,,,,,,0,,0
401822332,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
838812049,,,,1,5,2,1300.0,156.0,1300.0,,,,,,0,,0
236779781,,,,1,34,9,,,,,,,,,0,,0
11205016,,,,1,5,2,50.0,156.0,50.0,,,,,,0,,0
781745249,,,,0,5,11,500.0,156.0,,,,,,,0,,0
899842500,,,,0,7,12,1000.0,156.0,0.0,,,,,,0,,0
1047520340,,,,0,27,6,,,,,,,,,0,,0
661526755,,,,0,5,11,100.0,156.0,,,,,,,0,,0
265414334,,,,0,27,5,,,,,,,,,0,1.0,0
11826214,,,,0,5,11,500.0,156.0,47.5,,,,,,0,,0
802042048,,,,0,7,11,10.0,156.0,,,,,,,0,,0
8765242,,,,0,5,8,10.0,156.0,10.0,,,,,,0,,0
1083242133,,,,0,7,12,100.0,156.0,100.0,,,,,,0,,0
18454080,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
403271403,,,,0,5,11,200.0,156.0,0.0,,,,,,0,,0
207210491,,,,0,7,11,100.0,156.0,,,,,,,0,,0
818420099,,,,0,0,5,500.0,156.0,,,,,,,0,,0
1187991990,,,,0,5,8,100.0,156.0,,,,,,,0,,0
31643522,,,,0,5,6,380.0,156.0,380.0,,,,,,0,,0
118285712,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0
529429475,,,,0,85,2,118.0,840.0,117.9946,,,,,,0,,0
702693798,,,,0,5,11,500.0,156.0,500.0,,,,,,0,,0
597568117,,,,0,7,11,5.0,156.0,0.0,,,,,,0,,0
298097687,,,,0,5,2,600.0,156.0,100.0,,,,,,0,,0
643021215,,,,0,5,10,50.0,156.0,50.0,,,,,,0,,0
1156891859,,,,0,5,5,100.0,156.0,100.0,,,,,,0,,0
385309201,,,,0,5,12,100.0,156.0,0.0,,,,,,0,,0
949155616,,,,0,5,11,100.0,156.0,,,,,,,0,,0
808471480,,,,0,5,5,1000.0,156.0,250.0,,,,,,0,,0
258497547,,,,0,5,11,1000.0,156.0,50.0,,,,,,0,,0
1166245661,,,,1,5,5,100.0,156.0,20.0,,,,,,0,,0
493365356,,,,0,7,5,50.0,156.0,50.0,,,,,,0,1.0,0
247160753,,,,0,7,11,10.0,156.0,,,,,,,0,,0
1013242604,,,,0,46,7,100.0,156.0,100.0,,,,,,0,,0
1192795944,,,,0,5,7,10.0,156.0,10.0,,,,,,0,1.0,0
704679891,,,,1,5,6,500.0,156.0,500.0,,,,,,0,,0
1032103988,,,,0,5,17,3.0,156.0,3.0,,,,,,0,,0
605218794,,,,0,5,12,100.0,156.0,0.0,,,,,,0,,0
309062221,,,,0,90,7,,,,,,,,,0,2.0,0
130780621,,,,0,65,14,3.0,156.0,,,,,,,0,,0
243587902,,,,0,27,14,,,,,,,,,0,,0
411705055,,,,0,0,11,50.0,156.0,50.0,,,,,,0,,0
1049130024,,,,0,27,5,0.0,156.0,,,,,,,0,1.0,0
210460213,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
243563367,,,,0,65,2,10.0,156.0,10.0,,,,,,0,,0
224819809,,,,0,7,5,1000.0,156.0,50.0,,,,,,0,,0
575657270,,,,0,0,4,30.0,156.0,30.0,,,,,,1,,0
381667187,,,,0,72,2,52.6,156.0,52.6,,,,,,0,3.0,0
396463706,,,,0,0,5,50.0,156.0,50.0,,,,,,0,,0
374438188,,,,0,5,4,607.0,156.0,607.0,,,,,,0,,0
996346552,,,,0,7,5,200.0,156.0,200.0,,,,,,0,,0
503437104,,,,0,5,2,48.0,156.0,48.0,,,,,,0,,0
814518931,,,,0,0,8,5.0,156.0,3.0,,,,,,0,,0
573995644,,,,1,5,5,600.0,156.0,100.0,,,,,,0,1.0,0
768242114,,,0.0,0,93,0,351.0,156.0,351.0,,,,,,0,,0
389792581,,,,0,9,2,691.264,156.0,691.264,,,,,,0,6.0,0
771672489,,,,0,7,12,100.0,156.0,100.0,,,,,,0,,0
718154070,,,,0,64,11,0.2124,156.0,0.2124,1.0,,2,1.0,,0,,0
614125878,,,,0,5,4,50.0,156.0,50.0,,,,,,0,,0
938852879,,,,0,5,5,506.0,156.0,506.0,,,,,,0,,0
894806594,,,,0,65,2,30.0,156.0,30.0,,,,,,0,,0
156400462,,,,0,65,5,160.0,156.0,160.0,,,,,,0,,0
189431245,,,,0,0,2,150.0,156.0,150.0,,,,,,0,1.0,0
536657584,,,,0,5,5,200.0,156.0,200.0,,,,,,0,,0
47348688,,,,1,5,5,200.0,156.0,10.0,,,,,,0,,0
1215546107,,,,0,5,6,200.0,156.0,200.0,,,,,,0,2.0,0
432923310,,,,0,5,5,500.0,156.0,500.0,,,,,,0,,0
885174822,,,,0,0,11,1000.0,156.0,1000.0,,,,,,0,,0
1100313882,,,,0,65,0,5.0,156.0,5.0,,,,,,0,,0
1121113591,,,,0,81,2,0.0,840.0,,,,,,,0,,0
360000965,,,,0,5,8,131.5,156.0,10.0,,,,,,0,,0
233680372,,,,0,5,2,50.0,156.0,50.0,,,,,,0,2.0,0
119477212,,,,0,58,5,0.5,156.0,,,,,,,0,,0
457395023,,,,0,5,2,300.0,156.0,300.0,,,,,,0,,0
1074790801,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
1211284469,,,,0,65,2,50.0,156.0,50.0,,,,,,0,,0
840506563,,,,0,5,7,10.0,156.0,10.0,,,,,,0,,0
140150149,,,,0,5,2,2250.0,156.0,2250.0,,,,,,0,,0
772377200,,,,0,33,8,0.0,156.0,,,,,,,0,7.0,0
938612674,,,,0,5,5,51.0,156.0,51.0,,,,,,0,,0
36247258,,,,0,57,0,5.0,156.0,,,,,,,0,,0
546111855,,,,0,5,2,100.0,156.0,100.0,,,,,,0,,0
528380428,,,,0,5,12,1000.0,156.0,1000.0,,,,,,0,,0
790071042,,,,0,7,5,200.0,156.0,200.0,,,,,,0,,0
637469812,,,0.0,0,93,0,20.0,156.0,20.0,,,,,,0,,0
705940562,,,,0,65,6,50.0,156.0,50.0,,,,,,0,,0
492298486,,,,0,65,2,1000.0,156.0,1000.0,,,,,,1,,0
1120730686,,,,0,5,6,120.0,156.0,120.0,,,,,,0,1.0,0
1207408781,,,,0,5,2,3700.0,156.0,3700.0,,,,,,0,1.0,0
383153184,,,,0,72,11,600.0,156.0,600.0,,,,,,0,,0
151317525,,,,0,65,2,180.0,156.0,180.0,,,,,,0,,0
19455763,,,,0,0,2,248.0,156.0,248.0,,,,,,0,,0
1195466368,,,,0,64,11,0.098,156.0,0.098,,,,,,0,,0
941347401,,,,0,5,5,20.0,156.0,20.0,,,,,,0,,0
1154333376,,,,0,65,2,40.0,156.0,40.0,,,,,,0,,0
1008244001,,,,0,5,2,300.0,156.0,300.0,,,,,,0,,0
953131960,,,,0,65,0,200.0,156.0,200.0,,,,,,0,,0
223500246,,,,0,5,2,500.0,156.0,500.0,,,,,,0,,0
431503466,,,,0,5,10,3000.0,156.0,3000.0,,,,,,0,,0
374626775,,,,0,5,4,50.0,156.0,50.0,,,,,,0,,0
1067859507,,,,0,76,2,210.0,840.0,700.0,,,,,,0,6.0,0
926118268,,,,0,65,5,10.0,156.0,10.0,,,,,,0,,0
1007648701,,,,0,90,5,0.0,344.0,,,,,,,0,,0
462302367,,,,0,46,14,3.0,156.0,3.0,,,,,,0,,0
876759904,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
302035768,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0
287779162,,,,0,7,4,100.0,156.0,100.0,,,,,,0,,0
675476475,,,,0,5,2,500.0,156.0,500.0,,,,,,0,,0
364342086,,,,0,75,11,50.0,156.0,10.0,,,,,,0,1.0,0
750561366,,,,0,65,2,8000.0,156.0,8000.0,,,,,,1,,0
321808503,,,,0,5,2,2300.0,156.0,2300.0,,,,,,0,,0
644689618,,,,0,0,17,1500.0,156.0,1500.0,,,,,,0,,0
1224682513,,,,0,5,5,1000.0,156.0,1000.0,,,,,,0,,0
1094959028,,,0.0,0,93,0,300.0,156.0,300.0,,,,,,0,,0
801962738,,,,0,22,5,0.0,156.0,,,,,,,0,1.0,0
101567323,,,,0,0,2,50.0,156.0,50.0,,,,,,0,,0
949272101,,,,0,45,6,616.0,156.0,616.0,,,,,,0,,0
891318689,,,,1,27,11,0.0,156.0,,,,,,,0,,0
174016066,,,,0,7,2,58.0,156.0,58.0,,,,,,0,1.0,0
741642233,,,0.0,0,93,0,2600.0,156.0,2600.0,,,,,,0,,0
1065563579,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
941583063,,,,1,81,7,0.0,840.0,,,,,,,0,1.0,0
774113585,,,,0,30,8,0.0,156.0,,,,,,,0,,0
241664711,,,,0,7,5,100.0,156.0,15.0,,,,,,0,1.0,0
478694836,,,,0,7,11,50.0,156.0,50.0,,,,,,0,1.0,0
794800752,,,,1,5,2,2000.0,156.0,2000.0,,,,,,0,,0
506443763,,,,0,65,2,52.8,156.0,52.8,,,,,,0,,0
611321799,,,,0,57,5,5.0,156.0,,,,,,,0,,0
1094561478,,,,0,0,5,50.0,156.0,50.0,,,,,,0,,0
217914890,,,,0,0,8,100.0,156.0,100.0,,,,,,0,,0
1043072224,,,,1,0,8,10.0,156.0,10.0,,,,,,0,,0
756490410,,,,0,22,5,0.0,156.0,,,,,,,0,1.0,0
601134833,,,,0,7,2,0.0,156.0,,,,,,,0,,0
948104384,,,,1,5,5,650.0,156.0,50.0,,,,,,0,,0
1175543025,,,,1,5,2,50.0,156.0,50.0,,,,,,0,,0
482487465,,,,0,7,8,100.0,156.0,100.0,,,,,,0,1.0,0
507836275,,,,0,82,12,1125.0,156.0,1000.0,,,,,,0,,0
981042316,,,,0,5,5,30.0,156.0,30.0,,,,,,0,,0
481181384,,,,0,39,9,0.0,156.0,,,,,,,0,1.0,0
1043678989,,,,0,0,11,3.0,156.0,3.0,,,,,,0,,0
1213253226,,,,0,7,6,300.0,156.0,300.0,,,,,,0,2.0,0
40457119,,,,0,46,5,84.0,156.0,84.0,,,,,,0,,0
598198250,,,,0,65,2,40.0,156.0,40.0,,,,,,0,1.0,0
459684640,,,,0,8,10,5000.0,156.0,5000.0,,,,,,0,1.0,0
699761427,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
434519880,,,0.0,0,93,2,100.0,156.0,100.0,,,,,,0,,0
578736704,,,,0,0,5,101.0,156.0,101.0,,,,,,0,,0
1210334306,,,,0,7,10,100.0,156.0,100.0,,,,,,0,,0
141454360,,,,0,7,11,10.0,156.0,10.0,,,,,,0,,0
179960664,,,,0,5,5,500.0,156.0,500.0,,,,,,0,1.0,0
745790838,,,,0,0,2,50.0,156.0,50.0,,,,,,0,,0
628764983,,,,1,5,4,500.0,156.0,500.0,,,,,,0,,0
315626465,,,,0,5,2,358.0,156.0,358.0,,,,,,0,1.0,0
532634723,,,,0,7,11,10.0,156.0,10.0,,,,,,0,,0
338692493,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
324589413,,,,0,65,0,20.0,156.0,20.0,,,,,,0,1.0,0
744842689,,,,0,0,5,200.0,156.0,50.0,,,,,,0,,0
508848720,,,,0,5,2,1000.0,156.0,1000.0,,,,,,0,,0
873339738,,,,1,5,6,900.0,156.0,900.0,,,,,,0,2.0,0
585860142,,,,0,9,11,5000.0,156.0,5000.0,,,,,,0,,0
633805257,,,,1,0,5,100.0,156.0,100.0,,,,,,0,,0
928696482,,,,0,41,4,0.0,156.0,,,,,,,0,,0
347337004,,,,0,65,2,10.0,156.0,10.0,,,,,,0,,0
684573381,,,,0,5,12,101.0,156.0,101.0,,,,,,0,,0
130306957,,,,0,7,2,1000.0,156.0,1000.0,,,,,,0,,0
628036516,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
240392360,,,,0,31,3,0.0,156.0,,,,,,,0,1.0,0
933436630,,,,1,7,11,1.0,156.0,1.0,,,,,,0,,0
329539667,,,,0,5,5,1500.0,156.0,100.0,,,,,,0,,0
239387936,,,,0,5,4,1000.0,156.0,10.0,,,,,,0,,0
472827001,,,,0,9,5,2000.0,156.0,2000.0,,,,,,0,,0
267619155,,,,0,86,5,800.0,840.0,800.0,,,,,,0,2.0,0
11865720,,,,0,7,4,500.0,156.0,500.0,,,,,,0,,0
1171511095,,,,0,5,5,10.0,156.0,10.0,,0.0,9,,,0,,0
562133910,,,,0,38,9,4.0,156.0,4.0,,0.0,9,,,0,2.0,0
767375501,,,,0,43,9,,156.0,,,,,,,0,,0
780668640,,,,0,7,12,500.0,156.0,0.0,,0.0,9,,,0,,0
1027388863,,,,0,7,11,15.0,156.0,,,,,,,0,,0
738097339,,,,0,5,8,1000.0,156.0,1000.0,,,,,,0,1.0,0
119697720,,,,0,11,10,2000.0,156.0,2000.0,,,,,,0,,0
430919330,3.0,,,0,5,5,50.0,156.0,50.0,,0.0,9,,,0,,0
767226738,,,,0,49,2,30.0,156.0,30.0,,0.0,9,,,0,,0
445079467,,,,0,5,5,10.0,156.0,10.0,0.0,0.0,9,0.0,,0,,0
1167618823,,,,0,5,5,88.0,156.0,88.0,,,,,,0,,0
332553501,1.0,,,0,5,5,300.0,156.0,300.0,,0.0,9,,,0,2.0,0
962601334,3.0,,,0,46,6,50.0,156.0,50.0,,0.0,9,,,0,,0
405772950,,,,1,5,12,30.0,156.0,30.0,,,,,,0,,0
1232004753,4.0,,,0,11,5,109.2,156.0,109.2,,,,,,0,2.0,0
886996058,,,,0,11,5,50.0,156.0,50.0,,,,,,0,1.0,0
553685277,3.0,,,0,5,2,100.0,156.0,100.0,,0.0,9,,,0,,0
70915199,,,,0,8,4,6010.0,156.0,6010.0,,,,,,0,,0
550415772,12.0,,,0,18,2,5000.0,156.0,1300.0,,,,,,0,,0
337195177,,,,0,7,2,600.0,156.0,600.0,,0.0,9,,,0,,0
269932268,3.0,,,0,5,2,500.0,156.0,0.0,,,,,,0,,0
675480021,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
1224295423,3.0,,,0,5,5,50.0,156.0,50.0,,0.0,9,,,0,,0
1050453099,,,,0,5,2,80.0,156.0,80.0,,,,,,0,,0
917976913,,,,0,64,11,350.0,156.0,0.0,,,,,,0,,0
957215448,3.0,,,0,5,5,1000.0,156.0,518.0,,0.0,9,,,0,,0
1227712699,,,,0,65,2,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
187982150,,,,0,46,3,47.95,156.0,47.95,,0.0,9,,,0,,0
1199762353,,,,0,30,5,0.0,156.0,0.0,,,,,,0,2.0,0
203067930,,,,0,5,5,3.0,156.0,0.0,,,,,,0,,0
542077079,,,,0,5,5,5.0,156.0,5.0,,,,,,0,,0
294479919,,,,0,43,9,,156.0,,,0.0,9,,,0,,0
202383006,,,0.0,0,93,0,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
361976282,,,0.0,0,93,0,30.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
209666410,,,0.0,0,93,5,100.0,156.0,100.0,0.0,0.0,9,0.0,,0,,0
668225626,,,,0,65,2,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,2.0,0
838626496,1.0,,,0,5,0,380.0,156.0,380.0,,0.0,9,,,0,,0
824528719,,,,0,81,5,10.0,156.0,,,0.0,9,,,0,1.0,0
330570022,,,,0,5,7,10.0,156.0,10.0,,0.0,9,,,0,1.0,0
356772177,,,,0,27,5,0.0,156.0,0.0,,,,,,0,1.0,0
526915058,,,,0,7,5,3.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
141735269,,,,0,5,5,85.0,156.0,0.0,,,,,,0,,0
1038693286,,,,0,31,9,0.0,156.0,0.0,0.0,0.0,9,0.0,,0,1.0,0
916488538,,,,0,5,11,3.0,156.0,3.0,0.0,0.0,9,0.0,,0,,0
895149898,,,,0,5,12,38.0,156.0,38.0,0.0,0.0,9,0.0,,0,,0
698919296,,,,0,5,5,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
43508087,,,,0,5,4,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
315466233,,,,0,5,5,80.0,156.0,80.0,0.0,0.0,9,0.0,,0,,0
471406752,,,,0,5,5,88.0,156.0,88.0,,,,,,0,,0
685554294,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
21555543,,,,0,5,19,50.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
757975711,,,,0,65,12,3.0,156.0,3.0,,,,,,0,,0
786949367,,,,0,27,11,,156.0,0.0,0.0,0.0,9,0.0,,0,,0
985299183,,,,0,65,5,20.0,156.0,20.0,0.0,0.0,9,0.0,,0,,0
452641693,,,,0,65,2,20.0,156.0,20.0,0.0,0.0,9,0.0,,0,,0
1202534863,,,,0,65,2,20.0,156.0,20.0,,,,,,0,,0
607227148,,,,0,65,2,5.0,156.0,5.0,0.0,0.0,9,0.0,,0,,0
396733833,,,,0,65,5,60.0,156.0,60.0,,,,,,0,,0
252634019,,,,0,5,14,10.0,156.0,10.0,0.0,0.0,9,0.0,,0,1.0,0
746433264,,,,0,5,5,1000.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
950493965,,,,0,27,5,0.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
1085504050,3.0,,,0,5,2,200.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
561707916,,,,0,5,5,600.0,156.0,600.0,,,,,,0,,0
935659268,,,,0,31,6,0.0,156.0,0.0,,,,,,0,2.0,0
288440661,,,,0,5,5,300.0,156.0,100.0,,,,,,0,,0
962269241,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0
128182389,,,,0,5,5,50.0,156.0,50.0,,0.0,9,,,1,,0
178632942,,,,0,5,2,3.0,156.0,3.0,0.0,0.0,9,0.0,,0,,0
275202652,,,,0,5,11,600.0,156.0,20.0,,,,,,0,,0
409706163,,,,0,7,11,30.0,156.0,0.0,,,,,,0,,0
42195545,,,,0,5,2,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
45220215,,,,0,5,5,30.0,156.0,0.0,,,,,,0,1.0,0
340771941,,,,0,7,5,50.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
93132708,,,,0,63,10,1.0,156.0,1.0,2.0,0.0,1,1.0,,0,,0
689412617,,,,1,5,12,500.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
569610500,,,,0,5,2,50.0,156.0,50.0,,,,,,0,,0
822631215,,,,0,5,5,17000.0,156.0,1000.0,0.0,0.0,9,0.0,,0,,0
940111048,,,,1,5,2,2258.0,156.0,258.0,,,,,,0,,0
1064970384,,,,0,7,2,50.0,156.0,,,0.0,9,,,0,,0
1154317216,,,,0,7,5,300.0,156.0,0.0,,,,,,0,,0
62236164,,,,0,5,5,1000.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
1060468172,,,,0,7,14,20.0,156.0,20.0,,,,,,0,2.0,0
946255580,,,,0,5,6,800.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
1127568345,,,,0,7,11,10.0,156.0,10.0,0.0,0.0,9,0.0,,0,1.0,0
704849176,,,,0,7,11,50.0,156.0,50.0,,,,,,0,,0
195346865,,,,0,5,2,108.0,156.0,108.0,,,,,,0,,0
261130420,,,,0,7,5,50.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
1165890393,,,,0,8,5,1000.0,156.0,1000.0,,,,,,0,,0
557586732,,,,0,7,2,5080.0,156.0,0.0,,,,,,0,,0
927396684,,,,0,5,12,30.1,156.0,30.1,0.0,0.0,9,0.0,,0,,0
408562265,,,,0,7,5,100.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
1001685981,,,,0,7,5,100.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
646283229,7.0,,,0,5,2,1500.0,156.0,1500.0,,,,,,0,2.0,0
108043142,,,,0,7,2,50.0,156.0,0.0,,,,,,0,,0
657953784,,,,0,86,11,,156.0,,,0.0,9,,,0,,0
535903321,,,,0,5,5,100.0,156.0,10.0,0.0,0.0,9,0.0,,0,,0
439942796,,,,0,43,8,,156.0,0.0,0.0,0.0,9,0.0,,0,,0
842352509,,,,0,7,2,100.0,156.0,100.0,0.0,0.0,9,0.0,,0,,0
978334501,3.0,,,0,11,5,1500.0,156.0,1500.0,,,,,,0,,0
131512759,,,,0,7,5,50.0,156.0,10.0,0.0,0.0,9,0.0,,0,,0
677131686,,,,0,5,11,100.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
1006970453,,,,0,5,2,50.0,156.0,50.0,0.0,0.0,9,0.0,,0,,0
1094067837,,,,0,5,2,50.0,156.0,0.0,0.0,0.0,9,0.0,,0,,0
615117596,,,,0,27,5,0.0,,0.0,,,,0.0,,0,1.0,0
439237366,,,,0,46,5,112.0,156.0,0.0,,,,0.0,,0,,0
1108246963,,,,0,5,2,60.0,156.0,60.0,,,,,,0,,0
484092040,,,0.0,0,93,0,50.0,156.0,0.0,,,,0.0,,0,,0
936290612,,,,0,5,0,15.0,156.0,10.0,,,,,,0,2.0,0
932644414,,,,0,8,5,100.0,156.0,100.0,,,,0.0,,0,,0
875509310,,,,0,5,5,200.0,156.0,0.0,,,,0.0,,0,,0
127290212,,,,0,27,7,0.0,,0.0,,,,,,0,2.0,0
702968059,,,,0,5,5,10.0,156.0,10.0,,,,0.0,,0,1.0,0
1045958388,,,,0,5,6,2600.0,156.0,2600.0,,,,,,0,,0
1162466728,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
147904896,,,,0,7,5,10.0,156.0,0.0,,,,0.0,,0,,0
530925125,,,,0,5,5,30.0,156.0,30.0,,,,,,0,,0
1007419866,,,,0,27,5,0.0,156.0,0.0,,,,,,0,2.0,0
515288488,,,,0,5,2,1000.0,156.0,100.0,,,,,,0,,0
382823047,,,,0,5,2,100.0,156.0,100.0,,,,,,0,,0
414725983,,,,0,65,17,12.0,156.0,0.0,,,,0.0,,0,2.0,0
326606914,,,,0,5,12,50.0,156.0,0.0,,,,0.0,,0,,0
655613232,,,,0,5,5,50.0,156.0,10.0,,,,,,0,,0
281885843,,,,0,7,2,50.0,156.0,0.0,,,,,,0,,0
867450888,,,,0,5,2,100.0,156.0,0.0,,,,,,0,,0
1195913954,,,,0,5,5,50.0,156.0,50.0,,,,,,0,,0
330255947,,,,0,5,0,600.0,156.0,0.0,,,,0.0,,0,2.0,0
571519506,,,,0,5,12,100.0,156.0,0.0,,,,,,0,,0
