entid,ALTDATE,ALTTIME
899947531,2018-09-19,
899947531,2018-09-19,
899947531,2014-07-15,
32314617,2017-10-10,
32314617,2011-10-27,1.0
32314617,2014-03-16,2.0
32314617,2014-09-16,2.0
1026114200,2017-08-13,
1026114200,2017-11-13,
1026114200,2017-10-13,
1026114200,2016-12-09,
1026114200,2017-10-13,
1026114200,2017-12-13,
1026114200,2017-07-21,
1026114200,2017-11-19,
1026114200,2017-10-19,
1026114200,2017-08-19,
1026114200,2017-08-19,
1026114200,2017-10-19,
69522839,2012-01-05,
69522839,2017-07-24,
69522839,2017-12-24,
69522839,2012-01-05,
69522839,2017-11-24,
69522839,2012-11-19,11.0
69522839,2012-08-19,11.0
69522839,2012-08-05,12.0
69522839,2012-07-05,12.0
69522839,2012-11-05,12.0
69522839,2012-03-05,12.0
69522839,2013-08-16,13.0
69522839,2013-12-16,13.0
69522839,2013-12-16,13.0
69522839,2013-04-23,14.0
69522839,2014-12-11,15.0
69522839,2015-07-26,16.0
69522839,2015-06-21,17.0
69522839,2013-03-16,
69522839,2017-02-24,
69522839,2013-04-16,
69522839,2012-09-19,
69522839,2013-02-23,
69522839,2013-11-16,
69522839,2012-01-19,
69522839,2013-04-16,
69522839,2017-10-24,
69522839,2013-01-23,
377208493,2011-04-09,
377208493,2011-01-09,
377208493,2011-08-09,
377208493,2011-12-09,
377208493,2012-06-13,
377208493,2014-06-30,
377208493,2014-08-30,
377208493,2014-12-30,
377208493,2014-10-30,
377208493,2014-12-30,
377208493,2016-10-26,
377208493,2016-06-08,
377208493,2016-06-08,
377208493,2016-10-22,
377208493,2016-05-29,
377208493,2016-12-29,
377208493,2016-09-29,
377208493,2016-02-22,
377208493,2016-11-22,
377208493,2011-11-09,
377208493,2017-12-10,
377208493,2017-06-10,
377208493,2014-02-28,
377208493,2012-12-13,
377208493,2016-06-26,
377208493,2014-07-30,
377208493,2014-09-30,
377208493,2014-05-30,
377208493,2014-10-30,
377208493,2017-07-10,
377208493,2016-07-08,
377208493,2017-05-10,
377208493,2016-04-22,
377208493,2016-08-29,
377208493,2016-06-29,
377208493,2017-11-30,
377208493,2016-02-08,
377208493,2014-01-30,
377208493,2017-12-03,
377208493,2017-09-09,
377208493,2017-02-04,
377208493,2019-12-27,
377208493,2019-07-27,
377208493,2019-06-27,
377208493,2019-03-27,
377208493,2011-10-09,
377208493,2017-06-09,
377208493,2019-03-10,
377208493,2016-12-29,
377208493,2017-09-03,
377208493,2017-11-30,
377208493,2014-04-30,
377208493,2019-02-27,
377208493,2019-05-10,
377208493,2016-12-29,
377208493,2019-05-10,
377208493,2017-12-10,
377208493,2014-09-30,
216706380,2015-10-25,1.0
216706380,2015-02-25,1.0
216706380,2016-03-18,1.0
10231403,2017-08-11,
10231403,2018-04-09,
10231403,2018-02-09,
10231403,2018-07-09,
10231403,2018-12-09,
339548901,2016-01-17,
339548901,2016-11-30,
339548901,2016-03-17,
124734491,2014-07-24,
773323605,2016-12-27,
773323605,2014-07-28,
773323605,2014-01-28,
773323605,2016-04-27,
773323605,2016-10-27,0.0
773323605,2016-03-27,0.0
1085422569,2016-09-20,
1085422569,2016-03-01,
1085422569,2014-08-11,
1085422569,2013-05-16,3.0
1085422569,2013-01-16,3.0
1085422569,2014-04-12,4.0
1085422569,2014-05-12,4.0
1085422569,2014-05-12,4.0
1085422569,2014-11-12,4.0
1085422569,2014-02-12,4.0
1085422569,2014-12-12,4.0
1085422569,2014-10-11,5.0
1085422569,2014-11-11,5.0
1085422569,2014-11-11,5.0
1085422569,2015-12-08,6.0
1085422569,2015-12-08,6.0
1085422569,2015-07-08,6.0
1085422569,2015-09-08,6.0
1085422569,2015-01-09,7.0
1085422569,2015-12-23,8.0
1085422569,2015-03-23,8.0
1085422569,2015-06-23,8.0
1085422569,2015-11-23,8.0
1085422569,2016-10-01,9.0
1085422569,2016-08-01,9.0
1085422569,2016-07-01,9.0
1085422569,2016-01-01,9.0
1085422569,2016-05-20,10.0
1085422569,2016-03-20,10.0
1085422569,2016-07-20,10.0
1085422569,2016-05-20,10.0
1085422569,2016-07-20,10.0
1052240272,2015-12-08,
1052240272,2017-11-30,
1052240272,2014-01-18,
1052240272,2014-11-18,
1052240272,2017-12-13,
1052240272,2015-07-08,
1052240272,2017-08-13,
1052240272,2011-01-02,
1052240272,2011-12-02,
1052240272,2015-02-08,
1052240272,2014-02-18,
1052240272,2012-08-26,
1052240272,2015-08-22,
1052240272,2019-10-28,
1052240272,2015-05-08,
1052240272,2014-01-18,
1052240272,2014-05-18,
1052240272,2015-05-08,
1052240272,2014-05-18,
1052240272,2019-12-28,
1052240272,2019-01-28,
1052240272,2012-08-26,
1052240272,2014-08-18,
1052240272,2011-07-02,
1052240272,2014-03-18,
1052240272,2015-11-08,
1052240272,2017-06-13,
1052240272,2014-04-18,
1052240272,2017-12-13,
1052240272,2014-02-18,
545892203,2015-08-22,
545892203,2015-09-22,1.0
545892203,2015-03-22,1.0
545892203,2016-07-28,1.0
545892203,2016-12-28,1.0
545892203,2016-01-28,1.0
545892203,2016-01-28,
1101709480,2016-11-29,
1101709480,2017-03-22,
1101709480,2015-11-17,
1101709480,2017-08-24,
793145101,2015-05-10,
793145101,2015-03-15,
793145101,2015-08-15,
793145101,2016-05-15,
793145101,2016-01-27,
793145101,2016-02-15,
793145101,2016-05-15,
793145101,2013-12-14,1.0
793145101,2019-09-11,
365691958,2015-08-14,
365691958,2016-10-17,
365691958,2017-01-30,
365691958,2015-12-14,
365691958,2005-05-21,1.0
365691958,2005-05-21,1.0
365691958,2006-09-30,2.0
365691958,2007-08-01,3.0
365691958,2007-08-01,3.0
365691958,2013-05-11,1.0
365691958,2015-11-14,
365691958,2016-01-17,
365691958,2019-07-11,
762715586,2013-04-09,
762715586,2007-11-26,
762715586,2006-09-13,
762715586,2009-12-21,
762715586,2011-02-07,
762715586,2017-01-24,
762715586,2009-03-05,
762715586,2009-04-21,
762715586,2009-01-21,
762715586,2017-05-24,
762715586,2017-08-24,
762715586,2015-12-26,
762715586,2016-08-04,
762715586,2009-08-21,
762715586,2016-02-04,
762715586,2012-01-24,
762715586,2007-11-26,
762715586,2009-10-05,
762715586,2009-06-21,
762715586,2012-02-24,
762715586,2004-05-16,
762715586,2006-02-13,
762715586,2015-05-26,
762715586,2006-12-13,
762715586,2015-10-26,
762715586,2007-02-26,
762715586,2011-09-07,
762715586,2011-10-07,
762715586,2013-11-17,
762715586,2015-05-26,
762715586,2014-05-05,
762715586,2017-05-25,
762715586,2015-06-26,
762715586,2017-12-19,
762715586,2018-03-28,0.0
762715586,2018-12-28,0.0
762715586,2018-11-28,0.0
762715586,2018-04-28,0.0
762715586,2019-05-26,
762715586,2019-04-26,
762715586,2019-08-26,
762715586,2019-08-26,
762715586,2018-02-28,0.0
762715586,2018-04-28,0.0
762715586,2018-07-28,0.0
762715586,2018-04-28,0.0
762715586,2017-03-24,
762715586,2004-04-16,
762715586,2020-07-27,
762715586,2020-07-27,
762715586,2020-09-27,
762715586,2020-03-27,
286466904,2016-07-17,
286466904,2017-04-23,
286466904,2017-11-26,
286466904,2017-08-26,
286466904,2017-06-26,
286466904,2017-04-26,
286466904,2017-05-26,
286466904,2017-07-26,
286466904,2017-07-26,
186993512,2015-06-15,
186993512,2015-07-15,
186993512,2016-09-07,
186993512,2016-12-07,
186993512,2019-04-06,
186993512,2019-07-06,
186993512,2019-04-06,
186993512,2019-06-06,
186993512,2019-05-06,
186993512,2019-12-06,
186993512,2019-06-06,
605940031,2016-10-05,1.0
605940031,2016-06-05,1.0
605940031,2018-12-06,0.0
605940031,2018-04-06,0.0
605940031,2018-08-06,0.0
605940031,2018-11-06,0.0
605940031,2018-11-06,
605940031,2018-05-06,
605940031,2018-09-06,
605940031,2018-09-06,
605940031,2018-06-06,
605940031,2018-08-06,
605940031,2018-04-06,0.0
605940031,2018-05-06,0.0
605940031,2018-12-06,0.0
605940031,2018-12-06,0.0
285546900,2015-02-21,
285546900,2015-11-02,
285546900,2015-04-02,
285546900,2014-11-08,
285546900,2014-04-08,
285546900,2015-08-02,1.0
285546900,2014-03-08,
285546900,2015-11-21,0.0
285546900,2014-05-08,0.0
27679069,2013-12-26,
27679069,2013-07-26,
27679069,2014-01-20,
27679069,2014-03-20,
27679069,2016-02-25,
27679069,2002-01-06,1.0
27679069,2003-08-12,2.0
27679069,2005-01-24,3.0
27679069,2008-03-25,4.0
27679069,2008-05-02,5.0
27679069,2008-12-02,5.0
27679069,2008-08-02,5.0
27679069,2008-05-02,5.0
27679069,2009-12-02,6.0
27679069,2009-01-02,6.0
27679069,2009-10-02,6.0
27679069,2009-10-02,6.0
27679069,2009-06-26,7.0
27679069,2009-02-26,7.0
27679069,2009-05-26,7.0
27679069,2009-10-26,7.0
27679069,2009-09-26,7.0
27679069,2009-10-13,8.0
27679069,2009-10-13,8.0
27679069,2010-05-27,9.0
27679069,2010-12-27,9.0
27679069,2010-11-27,9.0
27679069,2011-01-04,10.0
27679069,2011-09-04,10.0
27679069,2011-11-04,10.0
27679069,2011-05-23,11.0
27679069,2011-11-23,11.0
27679069,2014-01-20,
27679069,2016-08-25,0.0
27679069,2014-03-20,0.0
27679069,2013-05-26,0.0
27679069,2016-08-13,0.0
27679069,2016-05-13,0.0
27679069,2016-05-13,0.0
27679069,2016-02-13,0.0
27679069,2013-09-26,0.0
27679069,2016-07-25,0.0
27679069,2014-10-20,0.0
22571132,2014-05-04,
22571132,2014-07-04,
22571132,2015-03-25,
22571132,2014-10-04,
22571132,2014-03-04,
22571132,2014-02-04,
22571132,2015-01-31,
22571132,2017-06-28,
22571132,2013-05-23,
22571132,2014-06-04,
22571132,2015-07-31,
22571132,2014-01-04,
22571132,2014-10-04,
22571132,2015-10-25,
22571132,2017-05-28,
22571132,2017-04-28,
22571132,2015-11-25,
22571132,2014-12-04,
22571132,2014-05-04,
22571132,2014-10-29,
22571132,2014-01-29,
22571132,2014-11-04,
22571132,2014-10-29,
22571132,2013-08-23,
22571132,2014-07-04,
22571132,2015-01-25,
22571132,2017-01-28,
22571132,2014-10-04,2.0
22571132,2014-06-04,2.0
22571132,2014-01-04,2.0
22571132,2015-03-25,4.0
22571132,2015-02-28,5.0
22571132,2015-08-31,5.0
22571132,2017-02-14,
22571132,2019-04-16,
1162074182,2016-05-06,
1162074182,2015-01-06,
1162074182,2015-08-06,
1162074182,2014-06-09,
1162074182,2015-02-06,
1162074182,2017-04-27,
1162074182,2014-12-09,
1162074182,2016-09-06,
1162074182,2015-10-06,2.0
564221224,2016-03-06,
564221224,2016-12-06,
761613431,2017-07-15,
1225991575,2014-10-19,
1225991575,2016-10-19,
1225991575,2013-10-14,1.0
1225991575,2016-12-19,
1160048160,2019-06-05,
1160048160,2019-06-05,
115557824,2016-02-20,
115557824,2012-08-17,1.0
115557824,2012-09-17,1.0
115557824,2017-01-24,
115557824,2017-11-24,
115557824,2018-11-15,
115557824,2018-05-15,
629814518,2014-08-17,
629814518,2014-08-17,
629814518,2014-09-17,
629814518,2015-09-29,
629814518,2014-05-30,
629814518,2011-10-31,
629814518,1994-03-23,1.0
629814518,1994-12-13,2.0
629814518,1994-03-13,2.0
629814518,1995-04-05,4.0
629814518,1995-10-07,5.0
629814518,1995-05-29,6.0
629814518,1995-05-29,6.0
629814518,1996-05-27,7.0
629814518,1996-08-17,8.0
629814518,2001-02-27,1.0
629814518,2002-09-15,4.0
629814518,2004-09-19,3.0
629814518,2004-10-19,5.0
629814518,2004-03-19,7.0
629814518,2004-01-19,9.0
629814518,2004-09-19,5.0
629814518,2004-03-06,7.0
629814518,2005-12-16,8.0
629814518,2008-03-19,10.0
629814518,2011-04-30,11.0
629814518,2015-12-29,
629814518,2014-08-30,
629814518,2014-03-30,0.0
629814518,2008-12-19,0.0
629814518,2004-06-06,0.0
629814518,2004-04-19,0.0
629814518,2015-02-28,0.0
629814518,2014-09-30,0.0
629814518,2019-12-24,
629814518,2019-12-24,
629814518,2020-06-17,
629814518,2020-02-17,
629814518,2020-04-17,
629814518,2020-06-17,
629814518,2020-11-17,
629814518,2020-11-17,
629814518,2015-03-29,0.0
629814518,2014-02-28,0.0
1063940659,2015-03-13,
1063940659,2015-12-13,
1063940659,2015-05-13,
1063940659,2015-11-13,
1063940659,2015-12-13,
1063940659,2015-12-13,
1063940659,2015-02-13,1.0
1063940659,2018-06-25,
1063940659,2018-10-25,
1063940659,2018-02-25,
1063940659,2015-01-13,
184267873,2014-07-18,
184267873,2015-01-14,
184267873,2003-05-04,1.0
184267873,2003-01-04,1.0
184267873,2003-02-04,1.0
184267873,2005-10-26,2.0
184267873,2005-11-11,3.0
184267873,2006-04-06,4.0
184267873,2006-11-06,4.0
184267873,2015-09-28,1.0
184267873,2015-02-28,1.0
184267873,2003-01-04,
1122027783,2014-07-04,
1122027783,2015-05-28,
1122027783,2016-11-26,
1122027783,2016-04-26,
1122027783,2006-03-19,1.0
1122027783,2006-09-19,1.0
1122027783,2008-11-16,2.0
1122027783,2009-04-26,3.0
1122027783,2009-01-26,3.0
1122027783,2009-04-26,3.0
1122027783,2010-03-19,4.0
1122027783,2010-05-19,4.0
1122027783,2011-01-19,5.0
1122027783,2014-11-04,1.0
1122027783,2014-07-04,
1122027783,2014-04-04,1.0
1122027783,2014-04-04,
1122027783,2014-11-04,
410528128,2011-08-28,
410528128,2012-06-14,
410528128,2012-12-20,
410528128,2012-05-04,
410528128,2016-10-09,
410528128,2017-10-13,
410528128,2016-01-09,
1015725051,2014-02-17,
1015725051,2014-04-17,
1015725051,2014-08-17,
1015725051,2014-07-17,
1015725051,2014-10-17,
1015725051,2014-07-17,
1015725051,2013-01-28,
1015725051,2014-10-17,
1015725051,2013-09-28,
1015725051,2013-04-28,
1015725051,2017-01-14,
347604803,2017-03-23,
347604803,2017-07-23,
49303527,2012-09-24,
49303527,2016-08-28,
49303527,2018-02-24,0.0
49303527,2018-11-24,0.0
49303527,2018-04-24,0.0
49303527,2018-06-24,0.0
49303527,2018-07-24,0.0
49303527,2018-11-24,0.0
49303527,2018-11-24,
49303527,2016-07-28,
49303527,2019-12-08,
49303527,2019-06-08,
49303527,2019-02-19,
49303527,2019-07-08,
49303527,2019-11-15,
49303527,2019-11-08,
49303527,2019-10-08,
49303527,2019-05-15,
49303527,2019-06-01,
49303527,2019-05-01,
49303527,2019-08-22,
49303527,2018-03-24,0.0
49303527,2018-09-24,0.0
49303527,2018-07-24,0.0
49303527,2018-05-24,0.0
49303527,2018-05-24,0.0
720865661,2011-01-10,
720865661,2008-11-15,
720865661,2006-12-08,
720865661,2006-12-08,
720865661,2005-12-14,
720865661,2007-06-16,
720865661,2008-11-15,
720865661,2017-04-21,
720865661,2017-01-21,
720865661,2019-03-03,
720865661,2019-09-03,
720865661,2005-11-14,
300600833,2014-04-09,
300600833,2014-01-09,
300600833,2011-05-06,
300600833,2011-08-15,
300600833,2011-10-06,
300600833,2011-05-06,
300600833,2014-02-09,
300600833,2011-11-06,
300600833,2011-03-06,
1093704728,2017-07-28,
1093704728,2017-01-28,
1093704728,2019-06-22,
1093704728,2019-01-22,
749881846,2012-08-23,
749881846,2013-07-01,
749881846,2012-05-23,
749881846,2013-03-01,
749881846,2010-06-27,
749881846,2010-08-27,
749881846,2012-08-30,
749881846,2012-05-30,
749881846,2013-08-01,
749881846,2012-06-30,
749881846,2012-05-30,
749881846,2012-06-23,
749881846,2016-05-12,
749881846,2016-10-12,
580117107,2016-04-24,
580117107,2016-09-24,
932668484,2017-03-22,
100322040,2017-08-04,
100322040,2018-10-20,
100322040,2017-11-04,
172923780,2014-08-07,
172923780,2014-05-30,
172923780,2017-10-27,
172923780,2014-06-30,
172923780,2014-04-07,
172923780,2017-02-27,
172923780,2017-02-27,
172923780,2011-10-21,
172923780,2017-06-27,
172923780,2014-09-30,
220729412,2016-10-23,
220729412,2017-03-23,
220729412,2017-12-24,
973459989,2015-06-23,
973459989,2015-06-05,
973459989,2018-01-04,
393283440,2016-10-31,
393283440,2017-03-10,
181536431,2015-11-19,
181536431,2015-04-19,
181536431,2016-08-07,
181536431,2015-10-19,
181536431,2016-04-07,
1165193070,2017-06-19,
1165193070,2009-01-30,
1165193070,2008-06-28,
1165193070,2008-06-28,
1165193070,2009-11-30,
1165193070,2009-12-12,
1165193070,2009-07-30,
1165193070,2017-05-19,
1165193070,2017-10-19,
1165193070,2017-12-19,
1165193070,2017-09-19,
1224701129,2012-12-27,
1224701129,2012-02-27,
1224701129,2012-12-27,
1224701129,2012-01-27,
1224701129,2012-07-27,
1224701129,2012-06-27,
207715512,2019-01-28,
380750335,2016-07-21,
380750335,2016-10-21,
380750335,2016-04-06,
380750335,2016-09-06,
770767650,2018-07-25,
770767650,2018-02-25,
770767650,2018-06-25,
770767650,2018-03-25,
485493682,2016-06-02,
485493682,2016-10-02,
485493682,2016-07-02,
556838756,2014-05-07,
556838756,2014-01-07,
556838756,2014-05-07,
556838756,2014-04-07,
556838756,2017-12-24,
556838756,2014-11-10,
556838756,2017-07-24,
556838756,2017-01-24,
556838756,2014-12-07,
556838756,2017-02-24,
556838756,2018-05-26,
556838756,2018-06-26,
556838756,2018-09-26,
556838756,2018-06-26,
556838756,2019-09-29,
556838756,2019-02-28,
556838756,2019-05-29,
556838756,2019-02-04,
556838756,2019-11-04,
1165153101,2016-12-07,
240918338,2016-07-07,
240918338,2016-08-07,
240918338,2016-08-07,
888170947,2016-12-15,
679444756,2015-09-05,
679444756,2015-10-05,
679444756,2016-04-03,
679444756,2015-03-05,
679444756,2016-01-03,
934887788,2016-11-20,
934887788,2016-12-20,
934887788,2019-12-15,
934887788,2019-10-10,
934887788,2020-02-15,
934887788,2020-01-15,
1197806222,2016-01-15,
1197806222,2016-07-15,
1197806222,2017-10-12,
1197806222,2017-02-12,
1197806222,2019-06-13,
1197806222,2019-06-13,
1060869475,2001-12-17,
1060869475,2016-11-26,
1060869475,2012-07-27,
1060869475,2011-04-24,
1060869475,2001-03-17,
1060869475,2016-06-26,
1060869475,2001-12-06,
1060869475,2013-02-02,
1060869475,2008-10-24,
1060869475,2010-08-15,
1060869475,2008-04-24,
1060869475,2010-02-01,
1060869475,2005-08-23,
1060869475,2012-10-05,
1060869475,2002-01-15,
1060869475,2009-03-02,
1060869475,2009-08-23,
1060869475,2007-03-13,
1060869475,2016-03-26,
1060869475,2016-05-26,
1060869475,2014-01-21,
1060869475,2015-08-15,
1060869475,2016-05-26,
1060869475,2016-10-26,
1060869475,2014-03-21,
1060869475,2013-12-12,
1060869475,2016-01-26,
1060869475,2016-01-26,
1060869475,2015-05-15,
1060869475,2016-07-26,
1060869475,2012-08-05,
1060869475,2005-11-23,
1060869475,2019-03-04,
968571103,2012-08-09,
968571103,2014-12-15,
968571103,2014-08-15,0.0
968571103,2012-02-09,0.0
968571103,2012-02-09,
968571103,2012-10-09,0.0
968571103,2014-07-15,0.0
70562840,2015-01-21,
70562840,2015-01-21,
70562840,2015-05-21,
70562840,2019-01-05,
70562840,2019-09-05,
70562840,2019-08-05,
70562840,2019-12-05,
70562840,2019-08-05,
299834469,2012-11-10,
299834469,2014-11-28,
299834469,2010-04-26,
299834469,2014-05-28,
299834469,2010-05-30,
299834469,2011-07-16,
299834469,2013-03-08,
299834469,2010-09-30,
299834469,2012-02-10,
299834469,2012-11-10,
299834469,2011-01-16,
299834469,2014-06-01,
299834469,2014-07-01,0.0
299834469,2010-10-26,0.0
299834469,2010-02-26,
63010757,2016-03-02,
63010757,2016-12-02,
63010757,2016-02-02,
63010757,2016-03-02,
63010757,2005-04-23,
63010757,2007-12-17,
63010757,2005-07-23,
63010757,2005-12-23,
63010757,2016-10-02,
63010757,2016-03-02,
63010757,2016-07-02,
907595559,2012-09-03,
907595559,2010-09-27,
907595559,2012-12-03,
907595559,2016-01-04,
907595559,2016-03-04,
907595559,2014-12-29,
907595559,2016-05-04,
907595559,2016-04-04,
88404646,2013-10-23,
88404646,2013-04-23,
88404646,2016-02-14,
88404646,2016-12-14,
88404646,2016-09-14,
88404646,2016-12-14,
88404646,2016-01-14,
88404646,2016-05-14,
88404646,2016-05-14,
826854923,2015-03-11,
826854923,2016-04-10,
826854923,2016-01-10,
826854923,2016-10-10,
826854923,2015-10-15,
826854923,2016-06-10,
826854923,2012-08-21,
826854923,2016-11-10,
826854923,2018-04-05,
826854923,2018-04-05,
826854923,2018-07-05,
826854923,2018-11-05,
826854923,2018-03-05,
826854923,2018-12-05,
826854923,2018-06-15,
826854923,2016-05-10,
826854923,2018-11-15,
826854923,2018-12-15,
826854923,2018-06-15,
826854923,2018-10-15,
826854923,2016-09-10,
826854923,2016-12-10,
826854923,2018-11-05,
826854923,2019-07-28,
826854923,2019-01-28,
826854923,2019-11-28,
826854923,2019-01-18,
826854923,2019-03-18,
826854923,2019-07-18,
826854923,2019-01-18,
826854923,2016-04-10,
5503066,2012-09-17,
323114113,2016-12-27,
323114113,2016-04-27,
323114113,2016-05-27,
323114113,2016-08-27,
640268003,2017-05-13,
640268003,2015-08-29,
640268003,2017-04-13,
640268003,2015-11-29,
640268003,2015-10-20,
640268003,2016-07-08,
640268003,2016-12-30,
640268003,2016-08-30,
640268003,2017-03-13,
640268003,2015-10-16,
640268003,2015-02-28,
640268003,2015-01-28,
640268003,2017-02-13,
640268003,2016-02-29,
640268003,2015-06-20,
640268003,2015-03-29,
640268003,2015-02-20,
640268003,2015-07-29,
640268003,2015-12-16,
640268003,2015-12-29,
640268003,2015-08-20,
640268003,2016-05-08,
640268003,2017-04-13,
640268003,2015-01-28,
640268003,2015-02-20,
640268003,2015-12-29,
640268003,2016-07-08,
640268003,2016-01-30,
640268003,2015-12-20,
640268003,2016-09-08,
640268003,2017-11-13,
640268003,2015-09-20,
640268003,2015-11-16,
640268003,2015-02-20,
640268003,2015-11-16,
640268003,2015-03-29,
640268003,2017-06-13,
640268003,2015-09-29,
640268003,2016-09-30,
640268003,2015-02-20,
640268003,2015-01-28,
640268003,2015-06-28,
640268003,2015-03-20,
640268003,2017-02-13,
640268003,2015-09-20,
640268003,2017-02-13,
640268003,2018-07-10,
640268003,2018-01-10,
640268003,2018-05-10,
640268003,2018-11-10,
640268003,2018-09-10,
640268003,2018-07-10,
640268003,2018-01-29,
640268003,2018-10-29,
640268003,2018-09-29,
96647458,2017-04-20,
96647458,2017-06-20,
96647458,2017-07-20,
96647458,2017-03-20,
96647458,2017-09-20,
96647458,2020-01-08,
96647458,2020-11-08,
589139545,2012-05-09,
589139545,2011-02-13,
589139545,2011-02-22,
589139545,2013-02-10,
589139545,2008-12-17,
589139545,2005-12-02,
589139545,2014-03-09,
589139545,2014-08-12,
589139545,2005-06-16,
589139545,2011-08-13,
589139545,2013-11-10,
589139545,2005-09-16,
589139545,2006-01-14,
589139545,2014-08-12,
589139545,2008-03-17,
589139545,2005-09-16,
589139545,2011-02-13,
589139545,2012-03-23,
589139545,2012-08-23,
589139545,2004-02-10,
589139545,2005-02-02,
589139545,2011-12-27,
589139545,2011-08-22,
589139545,2011-11-14,
589139545,2006-09-10,
589139545,2014-05-12,
589139545,2008-10-29,
589139545,2008-05-29,
589139545,2011-03-14,
589139545,2006-06-25,
589139545,2014-11-24,
589139545,2015-07-10,
589139545,2005-04-02,
589139545,2013-02-10,
589139545,2014-05-09,
589139545,2015-05-10,
589139545,2015-02-14,
589139545,2015-01-14,
589139545,2006-05-10,
589139545,2011-03-27,
589139545,2020-07-24,
589139545,2020-07-24,
589139545,2011-05-27,
589139545,2020-08-24,
589139545,2020-01-24,
589139545,2018-05-26,
589139545,2011-02-27,
633603231,2016-05-21,
633603231,2016-02-21,
633603231,2016-04-21,
633603231,2016-01-21,
633603231,2016-07-12,
633603231,2016-02-12,
633603231,2016-06-21,
633603231,2016-10-21,
633603231,2016-10-21,
633603231,2016-10-12,
633603231,2016-01-21,
633603231,2016-09-21,
633603231,2016-02-21,
633603231,2018-02-17,0.0
633603231,2018-02-17,0.0
633603231,2018-11-17,0.0
633603231,2018-12-17,0.0
633603231,2018-04-17,0.0
633603231,2018-04-17,0.0
633603231,2016-01-21,
633603231,2016-09-21,
633603231,2018-10-17,
633603231,2019-04-13,
633603231,2016-06-21,
633603231,2019-05-13,
633603231,2016-11-21,
633603231,2016-02-12,
633603231,2018-02-17,0.0
633603231,2018-04-17,0.0
633603231,2018-11-17,0.0
633603231,2018-10-17,0.0
633603231,2018-09-17,0.0
633603231,2018-04-17,0.0
646618607,2015-10-13,
646618607,2008-06-01,
646618607,2008-01-01,
646618607,2015-10-13,
646618607,2008-10-21,
646618607,2015-08-13,
646618607,2015-04-13,
646618607,2015-09-13,
646618607,2015-06-13,
646618607,2014-01-19,
646618607,2015-09-13,
646618607,2015-06-13,
645504403,2013-06-16,
645504403,2014-10-15,
645504403,2014-10-15,0.0
645504403,2019-06-11,
645504403,2019-03-11,
645504403,2019-09-11,
645504403,2019-07-11,
528468029,2018-02-08,
528468029,2018-10-08,
528468029,2018-07-08,
528468029,2018-09-08,
528468029,2018-03-08,
528468029,2018-11-08,
528468029,2018-11-08,
528468029,2018-05-08,
528468029,2018-01-08,
528468029,2018-02-08,
528468029,2018-05-08,
528468029,2018-10-08,
528468029,2018-02-08,
528468029,2018-01-08,
528468029,2018-06-08,
528468029,2018-12-08,
478139581,2016-01-26,
478139581,2016-03-26,
478139581,2016-06-26,
478139581,2014-10-17,
478139581,2016-09-26,
478139581,2020-06-17,
478139581,2020-06-17,
478139581,2020-05-17,
478139581,2020-10-17,
478139581,2020-02-17,
478139581,2020-10-17,
478139581,2020-09-17,
478139581,2020-06-17,
478139581,2020-03-17,
412529464,2013-06-07,
412529464,2013-01-05,
412529464,2013-05-05,
412529464,2014-12-28,
412529464,2014-05-28,
642489361,2012-07-01,
642489361,2009-09-18,
642489361,2011-03-18,
642489361,2012-02-01,
642489361,2017-12-09,
642489361,2020-10-17,
642489361,2020-11-17,
642489361,2020-10-03,
642489361,2020-12-03,
642489361,2020-03-03,
642489361,2020-01-03,
642489361,2020-04-03,
642489361,2020-09-03,
642489361,2020-09-03,
642489361,2020-05-03,
723631918,2014-02-25,
156971183,2009-11-19,
156971183,2010-09-20,
156971183,2006-08-24,
156971183,2009-09-26,
156971183,2014-07-08,
156971183,2005-03-01,
156971183,2006-11-24,
156971183,2009-01-19,
156971183,2005-12-01,
156971183,2013-12-16,
156971183,2006-10-24,
766356192,2019-04-21,
766356192,2019-01-11,
766356192,2019-07-21,
766356192,2019-06-11,
1053943691,2013-03-10,
1053943691,2013-12-10,
1053943691,2013-10-10,
782733767,2017-12-24,
782733767,2017-09-24,
782733767,2018-04-06,
782733767,2018-06-10,
782733767,2018-04-10,
782733767,2018-03-10,
782733767,2018-06-10,
782733767,2018-08-10,
782733767,2018-03-10,
782733767,2018-01-10,
782733767,2017-02-24,
782733767,2018-11-10,
928765176,2011-01-01,
928765176,2012-07-23,
928765176,2014-01-15,
928765176,2011-05-08,
928765176,2017-03-19,
928765176,2017-04-19,
158066815,2013-06-18,
158066815,2010-08-22,
158066815,2010-10-31,
158066815,2010-11-30,
158066815,2010-03-31,
158066815,2011-04-04,
158066815,2014-03-28,
158066815,2014-03-28,
158066815,2014-02-28,
158066815,2016-09-04,
158066815,2016-11-04,
158066815,2019-03-22,
158066815,2019-11-22,
158066815,2019-02-22,
158066815,2019-01-22,
158066815,2019-06-22,
150481980,2016-07-29,
150481980,2014-06-13,
150481980,2013-04-27,
150481980,2013-10-27,
150481980,2013-08-27,
150481980,2013-12-27,
150481980,2015-06-22,
150481980,2013-08-24,
150481980,2013-09-24,
150481980,2015-04-04,
150481980,2015-12-04,
150481980,2014-03-13,
150481980,2013-06-24,
150481980,2016-01-29,
150481980,2013-11-27,
150481980,2015-08-04,
150481980,2013-11-24,
150481980,2015-08-22,
